source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[collision energy]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
allSpectra.HCD.ITMS.iso_233.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_233.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_233.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_233.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_110.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_110.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_110.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_110.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_766.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_766.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_766.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_766.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_815.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_815.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_815.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_815.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_868.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_868.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_868.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_868.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_163.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_163.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_163.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_163.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_454.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_454.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_454.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_454.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_1114.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_1114.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_1114.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_1114.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_349.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_349.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_349.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_349.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_404.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_404.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_404.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_404.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_283.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_283.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_283.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_283.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_305.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_305.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_305.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_305.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_54.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_54.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_54.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_54.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_576.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_576.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_576.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_576.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_795.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_795.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_795.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_795.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_436.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_436.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_436.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_436.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_365.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_365.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_365.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_365.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_354.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_354.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_354.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_354.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_13.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_13.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_13.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_13.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_1161.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_1161.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_1161.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_1161.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_701.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_701.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_701.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_701.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_342.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_342.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_342.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_342.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_837.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_837.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_837.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_837.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
