source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[environmental medium]	characteristics[project name]	characteristics[geographic location]	characteristics[sample type]	characteristics[host organism]	characteristics[host subject id]	characteristics[host disease status]	characteristics[host body site]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[host disease status]
DKP046	DKP046	human gut metagenome	feces	not applicable	1	feces	DeNoPa	Germany	environmental sample	Homo sapiens	DKP046	not available	feces	20191203_NJ_PW_DKP046_77	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	10 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;PP=Any N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;PP=Any N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	1	20191203_NJ_PW_DKP046_77.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	not available
DKP049	DKP049	human gut metagenome	feces	not applicable	1	feces	DeNoPa	Germany	environmental sample	Homo sapiens	DKP049	not available	feces	20191203_NJ_PW_DKP049_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	10 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;PP=Any N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;PP=Any N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	1	20191203_NJ_PW_DKP049_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	not available
DKP053	DKP053	human gut metagenome	feces	not applicable	1	feces	DeNoPa	Germany	environmental sample	Homo sapiens	DKP053	not available	feces	20191203_NJ_PW_DKP053_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	10 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;PP=Any N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;PP=Any N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	1	20191203_NJ_PW_DKP053_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	not available
DKP054	DKP054	human gut metagenome	feces	not applicable	1	feces	DeNoPa	Germany	environmental sample	Homo sapiens	DKP054	not available	feces	20191203_NJ_PW_DKP054_98	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	10 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;PP=Any N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;PP=Any N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	1	20191203_NJ_PW_DKP054_98.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	not available
DKP055	DKP055	human gut metagenome	feces	not applicable	1	feces	DeNoPa	Germany	environmental sample	Homo sapiens	DKP055	not available	feces	20191203_NJ_PW_DKP055_31	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	10 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;PP=Any N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;PP=Any N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	1	20191203_NJ_PW_DKP055_31.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	not available
DKP059	DKP059	human gut metagenome	feces	not applicable	1	feces	DeNoPa	Germany	environmental sample	Homo sapiens	DKP059	not available	feces	20191203_NJ_PW_DKP059_7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	10 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;PP=Any N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;PP=Any N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	1	20191203_NJ_PW_DKP059_7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	not available
DKP063	DKP063	human gut metagenome	feces	not applicable	1	feces	DeNoPa	Germany	environmental sample	Homo sapiens	DKP063	not available	feces	20191203_NJ_PW_DKP063_8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	10 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;PP=Any N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;PP=Any N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	1	20191203_NJ_PW_DKP063_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	not available
DKP064	DKP064	human gut metagenome	feces	not applicable	1	feces	DeNoPa	Germany	environmental sample	Homo sapiens	DKP064	not available	feces	20191203_NJ_PW_DKP064_15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	10 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;PP=Any N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;PP=Any N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	1	20191203_NJ_PW_DKP064_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	not available
DKP067	DKP067	human gut metagenome	feces	not applicable	1	feces	DeNoPa	Germany	environmental sample	Homo sapiens	DKP067	not available	feces	20191203_NJ_PW_DKP067_9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	10 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;PP=Any N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;PP=Any N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	1	20191203_NJ_PW_DKP067_9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	not available
DKP070	DKP070	human gut metagenome	feces	not applicable	1	feces	DeNoPa	Germany	environmental sample	Homo sapiens	DKP070	not available	feces	20191203_NJ_PW_DKP070_104	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	10 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;PP=Any N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;PP=Any N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	1	20191203_NJ_PW_DKP070_104.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	not available
DKP076	DKP076	human gut metagenome	feces	not applicable	1	feces	DeNoPa	Germany	environmental sample	Homo sapiens	DKP076	not available	feces	20191203_NJ_PW_DKP076_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	10 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;PP=Any N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;PP=Any N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	1	20191203_NJ_PW_DKP076_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	not available
DKP078	DKP078	human gut metagenome	feces	not applicable	1	feces	DeNoPa	Germany	environmental sample	Homo sapiens	DKP078	not available	feces	20191203_NJ_PW_DKP078_62	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	10 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;PP=Any N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;PP=Any N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	1	20191203_NJ_PW_DKP078_62.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	not available
DKP081	DKP081	human gut metagenome	feces	not applicable	1	feces	DeNoPa	Germany	environmental sample	Homo sapiens	DKP081	not available	feces	20191203_NJ_PW_DKP081_105	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	10 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;PP=Any N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;PP=Any N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	1	20191203_NJ_PW_DKP081_105.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	not available
DKP082	DKP082	human gut metagenome	feces	not applicable	1	feces	DeNoPa	Germany	environmental sample	Homo sapiens	DKP082	not available	feces	20191203_NJ_PW_DKP082_13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	10 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;PP=Any N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;PP=Any N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	1	20191203_NJ_PW_DKP082_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	not available
DKP085	DKP085	human gut metagenome	feces	not applicable	1	feces	DeNoPa	Germany	environmental sample	Homo sapiens	DKP085	not available	feces	20191203_NJ_PW_DKP085_14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	10 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;PP=Any N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;PP=Any N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	1	20191203_NJ_PW_DKP085_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	not available
DKP104	DKP104	human gut metagenome	feces	not applicable	1	feces	DeNoPa	Germany	environmental sample	Homo sapiens	DKP104	not available	feces	20191203_NJ_PW_DKP104_18	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	10 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;PP=Any N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;PP=Any N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	1	20191203_NJ_PW_DKP104_18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	not available
DKP106	DKP106	human gut metagenome	feces	not applicable	1	feces	DeNoPa	Germany	environmental sample	Homo sapiens	DKP106	not available	feces	20191203_NJ_PW_DKP106_19	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	10 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;PP=Any N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;PP=Any N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	1	20191203_NJ_PW_DKP106_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	not available
DKP112	DKP112	human gut metagenome	feces	not applicable	1	feces	DeNoPa	Germany	environmental sample	Homo sapiens	DKP112	not available	feces	20191203_NJ_PW_DKP112_86	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	10 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;PP=Any N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;PP=Any N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	1	20191203_NJ_PW_DKP112_86.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	not available
DKP114	DKP114	human gut metagenome	feces	not applicable	1	feces	DeNoPa	Germany	environmental sample	Homo sapiens	DKP114	not available	feces	20191203_NJ_PW_DKP114_63	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	10 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;PP=Any N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;PP=Any N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	1	20191203_NJ_PW_DKP114_63.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	not available
DKP115	DKP115	human gut metagenome	feces	not applicable	1	feces	DeNoPa	Germany	environmental sample	Homo sapiens	DKP115	not available	feces	20191203_NJ_PW_DKP115_30	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	10 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;PP=Any N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;PP=Any N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	1	20191203_NJ_PW_DKP115_30.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	not available
