source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell line]	characteristics[cell type]	characteristics[sex]	characteristics[ancestry category]	characteristics[disease]	characteristics[biological replicate]	material type	characteristics[strain or breed]	assay name	technology type	comment[sdrf version]	comment[sdrf template]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism]
PXD030348-Sample-306	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 467	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161220_MK_EWB_04560_tg_2months_hippocampus_2.raw	ANAKIN_20161220_MK_EWB_04560_tg_2months_hippocampus_2.raw	1	242	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-307	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 468	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161220_MK_EWB_04604_tg_2months_hippocampus_1.raw	ANAKIN_20161220_MK_EWB_04604_tg_2months_hippocampus_1.raw	1	243	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-308	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 469	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161220_MK_EWB_04604_tg_2months_hippocampus_2.raw	ANAKIN_20161220_MK_EWB_04604_tg_2months_hippocampus_2.raw	1	244	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-309	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 470	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161220_MK_EWB_04605_wt_2months_hippocampus_1.raw	ANAKIN_20161220_MK_EWB_04605_wt_2months_hippocampus_1.raw	1	245	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-310	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 471	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161220_MK_EWB_04605_wt_2months_hippocampus_2.raw	ANAKIN_20161220_MK_EWB_04605_wt_2months_hippocampus_2.raw	1	246	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-311	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 472	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161220_MK_EWB_04606_wt_2months_hippocampus_1.raw	ANAKIN_20161220_MK_EWB_04606_wt_2months_hippocampus_1.raw	1	247	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-312	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 473	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161220_MK_EWB_04606_wt_2months_hippocampus_2.raw	ANAKIN_20161220_MK_EWB_04606_wt_2months_hippocampus_2.raw	1	248	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-313	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 474	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161220_MK_EWB_04633_tg_2months_hippocampus_1.raw	ANAKIN_20161220_MK_EWB_04633_tg_2months_hippocampus_1.raw	1	249	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-314	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 475	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161220_MK_EWB_04633_tg_2months_hippocampus_2.raw	ANAKIN_20161220_MK_EWB_04633_tg_2months_hippocampus_2.raw	1	250	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-315	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 476	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161220_MK_EWB_04635_tg_2months_hippocampus_1.raw	ANAKIN_20161220_MK_EWB_04635_tg_2months_hippocampus_1.raw	1	251	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-316	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 477	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161220_MK_EWB_04635_tg_2months_hippocampus_2.raw	ANAKIN_20161220_MK_EWB_04635_tg_2months_hippocampus_2.raw	1	252	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-317	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 478	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161220_MK_EWB_04636_tg_2months_hippocampus_1.raw	ANAKIN_20161220_MK_EWB_04636_tg_2months_hippocampus_1.raw	1	253	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-318	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 479	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161220_MK_EWB_04636_tg_2months_hippocampus_2.raw	ANAKIN_20161220_MK_EWB_04636_tg_2months_hippocampus_2.raw	1	254	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-319	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 480	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161220_MK_EWB_04642_tg_2months_hippocampus_1.raw	ANAKIN_20161220_MK_EWB_04642_tg_2months_hippocampus_1.raw	1	255	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-320	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 481	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161220_MK_EWB_04642_tg_2months_hippocampus_2.raw	ANAKIN_20161220_MK_EWB_04642_tg_2months_hippocampus_2.raw	1	256	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-321	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 482	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161220_MK_EWB_04643_wt_2months_hippocampus_1.raw	ANAKIN_20161220_MK_EWB_04643_wt_2months_hippocampus_1.raw	1	257	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-322	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 483	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161220_MK_EWB_04643_wt_2months_hippocampus_2.raw	ANAKIN_20161220_MK_EWB_04643_wt_2months_hippocampus_2.raw	1	258	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-323	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 484	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161220_MK_EWB_04644_wt_2months_hippocampus_1.raw	ANAKIN_20161220_MK_EWB_04644_wt_2months_hippocampus_1.raw	1	259	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-324	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 485	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161220_MK_EWB_04644_wt_2months_hippocampus_2.raw	ANAKIN_20161220_MK_EWB_04644_wt_2months_hippocampus_2.raw	1	260	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-325	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 486	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161220_MK_EWB_04661_wt_2months_hippocampus_1.raw	ANAKIN_20161220_MK_EWB_04661_wt_2months_hippocampus_1.raw	1	261	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-326	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 487	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161220_MK_EWB_04661_wt_2months_hippocampus_2.raw	ANAKIN_20161220_MK_EWB_04661_wt_2months_hippocampus_2.raw	1	262	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-327	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 488	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161220_MK_EWB_04692_wt_2months_hippocampus_1.raw	ANAKIN_20161220_MK_EWB_04692_wt_2months_hippocampus_1.raw	1	263	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-328	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 489	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20161220_MK_EWB_04692_wt_2months_hippocampus_2.raw	ANAKIN_20161220_MK_EWB_04692_wt_2months_hippocampus_2.raw	1	264	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-329	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 490	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20170106_MK_EWB_04360_tg_8months_hippocampus_1.raw	ANAKIN_20170106_MK_EWB_04360_tg_8months_hippocampus_1.raw	1	265	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-330	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 491	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20170106_MK_EWB_04360_tg_8months_hippocampus_2.raw	ANAKIN_20170106_MK_EWB_04360_tg_8months_hippocampus_2.raw	1	266	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-331	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 492	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20170106_MK_EWB_04363_wt_8months_hippocampus_1_170107132656.raw	ANAKIN_20170106_MK_EWB_04363_wt_8months_hippocampus_1_170107132656.raw	1	267	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-332	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 493	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20170106_MK_EWB_04363_wt_8months_hippocampus_2.raw	ANAKIN_20170106_MK_EWB_04363_wt_8months_hippocampus_2.raw	1	268	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-333	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 494	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20170106_MK_EWB_04376_wt_8months_hippocampus_1.raw	ANAKIN_20170106_MK_EWB_04376_wt_8months_hippocampus_1.raw	1	269	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-334	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 495	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20170106_MK_EWB_04376_wt_8months_hippocampus_2.raw	ANAKIN_20170106_MK_EWB_04376_wt_8months_hippocampus_2.raw	1	270	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
