source name	characteristics[organism]	characteristics[organism part]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[cell type]	characteristics[disease]	characteristics[material type]	characteristics[developmental stage]	characteristics[sex]	characteristics[strain or breed]	characteristics[culture medium]	characteristics[passage number]	characteristics[treatment]	characteristics[compound]	characteristics[dose]	characteristics[exposure duration]	characteristics[genetic modification]	characteristics[genotype]	characteristics[sampling time]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms1 scan range]	comment[fractionation method]	comment[reduction reagent]	comment[alkylation reagent]	comment[sample preparation batch]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[compound]	factor value[dose]	factor value[sampling time]	factor value[genotype]
Min6_DrugSet1_Starved_R4	Mus musculus	islet of Langerhans	MIN6	CVCL_0431	MIN6	type B pancreatic cell	Mouse Insulinoma	cell line	adult	not available	not available	Dulbecco's Modified Eagle Medium	not available	untreated	not applicable	not applicable	not applicable	not applicable	not applicable	0 minute	enrichment of phosphorylated protein	4	run_20131128_EXQ3_FrSa_SA_Min6_01_1	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	300m/z-1750m/z	not applicable	not available	not available	phosphoproteome-drug-set-1	1	1	20131128_EXQ3_FrSa_SA_Min6_01_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	not applicable	not applicable	0 minute	not applicable
Min6_DrugSet1_Starved_R5	Mus musculus	islet of Langerhans	MIN6	CVCL_0431	MIN6	type B pancreatic cell	Mouse Insulinoma	cell line	adult	not available	not available	Dulbecco's Modified Eagle Medium	not available	untreated	not applicable	not applicable	not applicable	not applicable	not applicable	0 minute	enrichment of phosphorylated protein	5	run_20131128_EXQ3_FrSa_SA_Min6_02	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	300m/z-1750m/z	not applicable	not available	not available	phosphoproteome-drug-set-1	1	1	20131128_EXQ3_FrSa_SA_Min6_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	not applicable	not applicable	0 minute	not applicable
Min6_DrugSet2_HighGlucose_10min_8BrcAMP_R1	Mus musculus	islet of Langerhans	MIN6	CVCL_0431	MIN6	type B pancreatic cell	Mouse Insulinoma	cell line	adult	not available	not available	Dulbecco's Modified Eagle Medium	not available	Glucose	8-Br-cAMP	16.7 mM	10 minute	not applicable	not applicable	10 minute	enrichment of phosphorylated protein	1	run_20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_45	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	300m/z-1650m/z	not applicable	not available	not available	phosphoproteome-drug-set-2	1	1	20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_45.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	8-Br-cAMP	16.7 mM	10 minute	not applicable
Min6_DrugSet2_HighGlucose_10min_8BrcAMP_R2	Mus musculus	islet of Langerhans	MIN6	CVCL_0431	MIN6	type B pancreatic cell	Mouse Insulinoma	cell line	adult	not available	not available	Dulbecco's Modified Eagle Medium	not available	Glucose	8-Br-cAMP	16.7 mM	10 minute	not applicable	not applicable	10 minute	enrichment of phosphorylated protein	2	run_20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_46	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	300m/z-1650m/z	not applicable	not available	not available	phosphoproteome-drug-set-2	1	1	20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_46.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	8-Br-cAMP	16.7 mM	10 minute	not applicable
Min6_DrugSet2_HighGlucose_10min_8BrcAMP_R3	Mus musculus	islet of Langerhans	MIN6	CVCL_0431	MIN6	type B pancreatic cell	Mouse Insulinoma	cell line	adult	not available	not available	Dulbecco's Modified Eagle Medium	not available	Glucose	8-Br-cAMP	16.7 mM	10 minute	not applicable	not applicable	10 minute	enrichment of phosphorylated protein	3	run_20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_47	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	300m/z-1650m/z	not applicable	not available	not available	phosphoproteome-drug-set-2	1	1	20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_47.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	8-Br-cAMP	16.7 mM	10 minute	not applicable
Min6_DrugSet2_HighGlucose_10min_8BrcAMP_R4	Mus musculus	islet of Langerhans	MIN6	CVCL_0431	MIN6	type B pancreatic cell	Mouse Insulinoma	cell line	adult	not available	not available	Dulbecco's Modified Eagle Medium	not available	Glucose	8-Br-cAMP	16.7 mM	10 minute	not applicable	not applicable	10 minute	enrichment of phosphorylated protein	4	run_20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_48	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	300m/z-1650m/z	not applicable	not available	not available	phosphoproteome-drug-set-2	1	1	20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_48.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	8-Br-cAMP	16.7 mM	10 minute	not applicable
Min6_DrugSet2_HighGlucose_10min_GLP1_R1	Mus musculus	islet of Langerhans	MIN6	CVCL_0431	MIN6	type B pancreatic cell	Mouse Insulinoma	cell line	adult	not available	not available	Dulbecco's Modified Eagle Medium	not available	Glucose	Glucagon-Like Peptide 1	16.7 mM	10 minute	not applicable	not applicable	10 minute	enrichment of phosphorylated protein	1	run_20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_33	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	300m/z-1650m/z	not applicable	not available	not available	phosphoproteome-drug-set-2	1	1	20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_33.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	Glucagon-Like Peptide 1	16.7 mM	10 minute	not applicable
Min6_DrugSet2_HighGlucose_10min_GLP1_R2	Mus musculus	islet of Langerhans	MIN6	CVCL_0431	MIN6	type B pancreatic cell	Mouse Insulinoma	cell line	adult	not available	not available	Dulbecco's Modified Eagle Medium	not available	Glucose	Glucagon-Like Peptide 1	16.7 mM	10 minute	not applicable	not applicable	10 minute	enrichment of phosphorylated protein	2	run_20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_34	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	300m/z-1650m/z	not applicable	not available	not available	phosphoproteome-drug-set-2	1	1	20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_34.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	Glucagon-Like Peptide 1	16.7 mM	10 minute	not applicable
Min6_DrugSet2_HighGlucose_10min_GLP1_R3	Mus musculus	islet of Langerhans	MIN6	CVCL_0431	MIN6	type B pancreatic cell	Mouse Insulinoma	cell line	adult	not available	not available	Dulbecco's Modified Eagle Medium	not available	Glucose	Glucagon-Like Peptide 1	16.7 mM	10 minute	not applicable	not applicable	10 minute	enrichment of phosphorylated protein	3	run_20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_35	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	300m/z-1650m/z	not applicable	not available	not available	phosphoproteome-drug-set-2	1	1	20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_35.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	Glucagon-Like Peptide 1	16.7 mM	10 minute	not applicable
Min6_DrugSet2_HighGlucose_10min_GLP1_R4	Mus musculus	islet of Langerhans	MIN6	CVCL_0431	MIN6	type B pancreatic cell	Mouse Insulinoma	cell line	adult	not available	not available	Dulbecco's Modified Eagle Medium	not available	Glucose	Glucagon-Like Peptide 1	16.7 mM	10 minute	not applicable	not applicable	10 minute	enrichment of phosphorylated protein	4	run_20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_36	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	300m/z-1650m/z	not applicable	not available	not available	phosphoproteome-drug-set-2	1	1	20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_36.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	Glucagon-Like Peptide 1	16.7 mM	10 minute	not applicable
Min6_DrugSet2_HighGlucose_10min_R4	Mus musculus	islet of Langerhans	MIN6	CVCL_0431	MIN6	type B pancreatic cell	Mouse Insulinoma	cell line	adult	not available	not available	Dulbecco's Modified Eagle Medium	not available	Glucose	not applicable	16.7 mM	10 minute	not applicable	not applicable	10 minute	enrichment of phosphorylated protein	4	run_20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_09	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	300m/z-1650m/z	not applicable	not available	not available	phosphoproteome-drug-set-2	1	1	20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	not applicable	16.7 mM	10 minute	not applicable
Min6_DrugSet2_HighGlucose_10min_R5	Mus musculus	islet of Langerhans	MIN6	CVCL_0431	MIN6	type B pancreatic cell	Mouse Insulinoma	cell line	adult	not available	not available	Dulbecco's Modified Eagle Medium	not available	Glucose	not applicable	16.7 mM	10 minute	not applicable	not applicable	10 minute	enrichment of phosphorylated protein	5	run_20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_10	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	300m/z-1650m/z	not applicable	not available	not available	phosphoproteome-drug-set-2	1	1	20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	not applicable	16.7 mM	10 minute	not applicable
Min6_DrugSet2_HighGlucose_10min_R6	Mus musculus	islet of Langerhans	MIN6	CVCL_0431	MIN6	type B pancreatic cell	Mouse Insulinoma	cell line	adult	not available	not available	Dulbecco's Modified Eagle Medium	not available	Glucose	not applicable	16.7 mM	10 minute	not applicable	not applicable	10 minute	enrichment of phosphorylated protein	6	run_20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_11	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	300m/z-1650m/z	not applicable	not available	not available	phosphoproteome-drug-set-2	1	1	20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	not applicable	16.7 mM	10 minute	not applicable
Min6_DrugSet2_HighGlucose_10min_R7	Mus musculus	islet of Langerhans	MIN6	CVCL_0431	MIN6	type B pancreatic cell	Mouse Insulinoma	cell line	adult	not available	not available	Dulbecco's Modified Eagle Medium	not available	Glucose	not applicable	16.7 mM	10 minute	not applicable	not applicable	10 minute	enrichment of phosphorylated protein	7	run_20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_12	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	300m/z-1650m/z	not applicable	not available	not available	phosphoproteome-drug-set-2	1	1	20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	not applicable	16.7 mM	10 minute	not applicable
Min6_DrugSet2_HighGlucose_10min_SB216763_R1	Mus musculus	islet of Langerhans	MIN6	CVCL_0431	MIN6	type B pancreatic cell	Mouse Insulinoma	cell line	adult	not available	not available	Dulbecco's Modified Eagle Medium	not available	Glucose	SB216763	16.7 mM	10 minute	not applicable	not applicable	10 minute	enrichment of phosphorylated protein	1	run_20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_21	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	300m/z-1650m/z	not applicable	not available	not available	phosphoproteome-drug-set-2	1	1	20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	SB216763	16.7 mM	10 minute	not applicable
Min6_DrugSet2_HighGlucose_10min_SB216763_R2	Mus musculus	islet of Langerhans	MIN6	CVCL_0431	MIN6	type B pancreatic cell	Mouse Insulinoma	cell line	adult	not available	not available	Dulbecco's Modified Eagle Medium	not available	Glucose	SB216763	16.7 mM	10 minute	not applicable	not applicable	10 minute	enrichment of phosphorylated protein	2	run_20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_22	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	300m/z-1650m/z	not applicable	not available	not available	phosphoproteome-drug-set-2	1	1	20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	SB216763	16.7 mM	10 minute	not applicable
Min6_DrugSet2_HighGlucose_10min_SB216763_R3	Mus musculus	islet of Langerhans	MIN6	CVCL_0431	MIN6	type B pancreatic cell	Mouse Insulinoma	cell line	adult	not available	not available	Dulbecco's Modified Eagle Medium	not available	Glucose	SB216763	16.7 mM	10 minute	not applicable	not applicable	10 minute	enrichment of phosphorylated protein	3	run_20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_23	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	300m/z-1650m/z	not applicable	not available	not available	phosphoproteome-drug-set-2	1	1	20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	SB216763	16.7 mM	10 minute	not applicable
Min6_DrugSet2_HighGlucose_10min_SB216763_R4	Mus musculus	islet of Langerhans	MIN6	CVCL_0431	MIN6	type B pancreatic cell	Mouse Insulinoma	cell line	adult	not available	not available	Dulbecco's Modified Eagle Medium	not available	Glucose	SB216763	16.7 mM	10 minute	not applicable	not applicable	10 minute	enrichment of phosphorylated protein	4	run_20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_24	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	300m/z-1650m/z	not applicable	not available	not available	phosphoproteome-drug-set-2	1	1	20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	SB216763	16.7 mM	10 minute	not applicable
