source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[sampling site]	characteristics[individual]	characteristics[compound]	characteristics[sampling time]	characteristics[enrichment process]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[dia method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[isolation window width]	comment[scan window lower limit]	comment[scan window upper limit]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[cell line]	factor value[compound]	factor value[sampling time]	factor value[enrichment process]
MDST8-TR-5min-r1-phos	Homo sapiens	colon	not available	MDST8	CVCL_2588	MDST8	colon carcinoma	adult	not available	not available	European ancestry	colon	not applicable	trametinib	5 minute	enrichment of phosphorylated protein	cell	1	run 20190828_George_M8_phos_TR_5min_rep	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190828_George_M8_phos_TR_5min_rep.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	MDST8	trametinib	5 minute	enrichment of phosphorylated protein
MDST8-TR-6h-r1-phos	Homo sapiens	colon	not available	MDST8	CVCL_2588	MDST8	colon carcinoma	adult	not available	not available	European ancestry	colon	not applicable	trametinib	6 hour	enrichment of phosphorylated protein	cell	1	run 20190828_George_M8_phos_TR_6h_rep	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190828_George_M8_phos_TR_6h_rep.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	MDST8	trametinib	6 hour	enrichment of phosphorylated protein
MDST8-TR-96h-r1-phos	Homo sapiens	colon	not available	MDST8	CVCL_2588	MDST8	colon carcinoma	adult	not available	not available	European ancestry	colon	not applicable	trametinib	96 hour	enrichment of phosphorylated protein	cell	1	run 20190828_George_M8_phos_TR_96h_rep	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190828_George_M8_phos_TR_96h_rep.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	MDST8	trametinib	96 hour	enrichment of phosphorylated protein
MDST8-BL-0min-r1-phos	Homo sapiens	colon	not available	MDST8	CVCL_2588	MDST8	colon carcinoma	adult	not available	not available	European ancestry	colon	not applicable	not applicable	0 hour	enrichment of phosphorylated protein	cell	1	run 20200330_George_MDST8_0h_phos_1	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20200330_George_MDST8_0h_phos_1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	MDST8	not applicable	0 hour	enrichment of phosphorylated protein
MDST8-BL-0min-r2-phos	Homo sapiens	colon	not available	MDST8	CVCL_2588	MDST8	colon carcinoma	adult	not available	not available	European ancestry	colon	not applicable	not applicable	0 hour	enrichment of phosphorylated protein	cell	2	run 20200330_George_MDST8_0h_phos_2	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20200330_George_MDST8_0h_phos_2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	MDST8	not applicable	0 hour	enrichment of phosphorylated protein
MDST8-BL-0min-r3-phos	Homo sapiens	colon	not available	MDST8	CVCL_2588	MDST8	colon carcinoma	adult	not available	not available	European ancestry	colon	not applicable	not applicable	0 hour	enrichment of phosphorylated protein	cell	3	run 20200330_George_MDST8_0h_phos_3	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20200330_George_MDST8_0h_phos_3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	MDST8	not applicable	0 hour	enrichment of phosphorylated protein
SNU-61-AL-15min-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	alpelisib	15 minute	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_SNU_AL_15min	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_SNU_AL_15min.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	alpelisib	15 minute	enrichment of phosphorylated protein
SNU-61-AL-1h-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	alpelisib	1 hour	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_SNU_AL_1h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_SNU_AL_1h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	alpelisib	1 hour	enrichment of phosphorylated protein
SNU-61-AL-24h-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	alpelisib	24 hour	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_SNU_AL_24h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_SNU_AL_24h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	alpelisib	24 hour	enrichment of phosphorylated protein
SNU-61-AL-5min-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	alpelisib	5 minute	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_SNU_AL_5min	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_SNU_AL_5min.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	alpelisib	5 minute	enrichment of phosphorylated protein
SNU-61-AL-6h-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	alpelisib	6 hour	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_SNU_AL_6h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_SNU_AL_6h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	alpelisib	6 hour	enrichment of phosphorylated protein
SNU-61-C-15min-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	dimethyl sulfoxide	15 minute	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_SNU_C_15min	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_SNU_C_15min.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	dimethyl sulfoxide	15 minute	enrichment of phosphorylated protein
SNU-61-C-1h-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	dimethyl sulfoxide	1 hour	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_SNU_C_1h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_SNU_C_1h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	dimethyl sulfoxide	1 hour	enrichment of phosphorylated protein
SNU-61-C-24h-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	dimethyl sulfoxide	24 hour	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_SNU_C_24h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_SNU_C_24h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	dimethyl sulfoxide	24 hour	enrichment of phosphorylated protein
SNU-61-C-5min-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	dimethyl sulfoxide	5 minute	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_SNU_C_5min	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_SNU_C_5min.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	dimethyl sulfoxide	5 minute	enrichment of phosphorylated protein
SNU-61-C-6h-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	dimethyl sulfoxide	6 hour	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_SNU_C_6h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_SNU_C_6h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	dimethyl sulfoxide	6 hour	enrichment of phosphorylated protein
SNU-61-IM-15min-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	imatinib	15 minute	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_SNU_IM_15min	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_SNU_IM_15min.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	imatinib	15 minute	enrichment of phosphorylated protein
SNU-61-IM-1h-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	imatinib	1 hour	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_SNU_IM_1h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_SNU_IM_1h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	imatinib	1 hour	enrichment of phosphorylated protein
SNU-61-IM-24h-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	imatinib	24 hour	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_SNU_IM_24h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_SNU_IM_24h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	imatinib	24 hour	enrichment of phosphorylated protein
SNU-61-IM-5min-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	imatinib	5 minute	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_SNU_IM_5min	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_SNU_IM_5min.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	imatinib	5 minute	enrichment of phosphorylated protein
SNU-61-IM-6h-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	imatinib	6 hour	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_SNU_IM_6h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_SNU_IM_6h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	imatinib	6 hour	enrichment of phosphorylated protein
SNU-61-LI-15min-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	linsitinib	15 minute	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_SNU_LI_15min	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_SNU_LI_15min.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	linsitinib	15 minute	enrichment of phosphorylated protein
SNU-61-LI-1h-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	linsitinib	1 hour	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_SNU_LI_1h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_SNU_LI_1h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	linsitinib	1 hour	enrichment of phosphorylated protein
SNU-61-LI-24h-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	linsitinib	24 hour	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_SNU_LI_24h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_SNU_LI_24h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	linsitinib	24 hour	enrichment of phosphorylated protein
SNU-61-LI-5min-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	linsitinib	5 minute	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_SNU_LI_5min	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_SNU_LI_5min.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	linsitinib	5 minute	enrichment of phosphorylated protein
SNU-61-LI-6h-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	linsitinib	6 hour	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_SNU_LI_6h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_SNU_LI_6h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	linsitinib	6 hour	enrichment of phosphorylated protein
SNU-61-OS-15min-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	osimertinib	15 minute	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_SNU_OS_15min	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_SNU_OS_15min.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	osimertinib	15 minute	enrichment of phosphorylated protein
