source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[collision energy]	comment[fractionation method]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
JG-N3-8A	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	1	JG-N3-8A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-N3-8A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-N3-8A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-TiO2-N2-6A	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	1	JG-TiO2-N2-6A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-TiO2-N2-6A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-TiO2-N2-6A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-N1-12-A	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	1	JG-N1-12-A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-N1-12-A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-N1-12-A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-TiO2-N3-7A	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	1	JG-TiO2-N3-7A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-TiO2-N3-7A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-TiO2-N3-7A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-C2-12	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	12	JG-C2-12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-C2-12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-C2-12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-N1-2	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	2	JG-N1-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-N1-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-N1-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-N3-13	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	13	JG-N3-13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-N3-13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-N3-13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-N2-8	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	8	JG-N2-8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-N2-8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-N2-8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-N1-5	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	5	JG-N1-5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-N1-5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-N1-5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-TiO2-N2-5A	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	1	JG-TiO2-N2-5A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-TiO2-N2-5A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-TiO2-N2-5A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-N1-16	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	16	JG-N1-16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-N1-16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-N1-16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-N3-15	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	15	JG-N3-15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-N3-15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-N3-15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-C1-17	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	17	JG-C1-17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-C1-17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-C1-17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-C1-17A	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	1	JG-C1-17A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-C1-17A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-C1-17A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG_TiO2_C2_09	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	9	JG_TiO2_C2_09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG_TiO2_C2_09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG_TiO2_C2_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-TiO2-N2-9	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	9	JG-TiO2-N2-9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-TiO2-N2-9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-TiO2-N2-9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-C3-TiO2-8	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	8	JG-C3-TiO2-8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-C3-TiO2-8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-C3-TiO2-8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-C2-6	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	6	JG-C2-6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-C2-6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-C2-6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-C2-3	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	3	JG-C2-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-C2-3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-C2-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-C1-3A	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	1	JG-C1-3A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-C1-3A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-C1-3A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-TiO2-N3-3A	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	1	JG-TiO2-N3-3A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-TiO2-N3-3A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-TiO2-N3-3A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-C1-7	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	7	JG-C1-7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-C1-7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-C1-7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-C3-TiO2-4	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	4	JG-C3-TiO2-4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-C3-TiO2-4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-C3-TiO2-4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-C2-5A	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	1	JG-C2-5A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-C2-5A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-C2-5A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-N1-15-A	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	1	JG-N1-15-A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-N1-15-A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-N1-15-A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
