source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[sex]	characteristics[age]	characteristics[biological replicate]	characteristics[material type]	assay name	technology type	comment[proteomics data acquisition method]	comment[fractionation method]	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[cleavage agent details]
Sample 38	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 241	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Glu-C;AC=MS:1001917	not applicable	not applicable	AC=MS:1000798;NT=CID	20 ppm	0.5 Da	5	3	HeLa_GluC_pH4_CID_3xload_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Glu-C;AC=MS:1001917
Sample 38	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 242	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	AC=MS:1001911;NT=Q Exactive	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Glu-C;AC=MS:1001917	not applicable	not applicable	AC=MS:1000422;NT=HCD	20 ppm	0.1 Da	5	4	HeLa_GluC_pH4_HCD_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Glu-C;AC=MS:1001917
Sample 38	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 243	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	AC=MS:1001911;NT=Q Exactive	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Glu-C;AC=MS:1001917	not applicable	not applicable	AC=MS:1000422;NT=HCD	20 ppm	0.1 Da	5	5	HeLa_GluC_pH4_HCD_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Glu-C;AC=MS:1001917
Sample 38	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 244	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	AC=MS:1001911;NT=Q Exactive	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Glu-C;AC=MS:1001917	not applicable	not applicable	AC=MS:1000422;NT=HCD	20 ppm	0.1 Da	5	6	HeLa_GluC_pH4_HCD_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Glu-C;AC=MS:1001917
Sample 38	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 245	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Glu-C;AC=MS:1001917	not applicable	not applicable	AC=MS:1000798;NT=CID	20 ppm	0.5 Da	4	1	HeLa_GluC_pH5_CID_3xload.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Glu-C;AC=MS:1001917
Sample 38	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 246	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Glu-C;AC=MS:1001917	not applicable	not applicable	AC=MS:1000798;NT=CID	20 ppm	0.5 Da	4	2	HeLa_GluC_pH5_CID_3xload_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Glu-C;AC=MS:1001917
Sample 38	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 247	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Glu-C;AC=MS:1001917	not applicable	not applicable	AC=MS:1000798;NT=CID	20 ppm	0.5 Da	4	3	HeLa_GluC_pH5_CID_3xload_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Glu-C;AC=MS:1001917
Sample 38	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 248	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	AC=MS:1001911;NT=Q Exactive	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Glu-C;AC=MS:1001917	not applicable	not applicable	AC=MS:1000422;NT=HCD	20 ppm	0.1 Da	4	4	HeLa_GluC_pH5_HCD_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Glu-C;AC=MS:1001917
Sample 38	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 249	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	AC=MS:1001911;NT=Q Exactive	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Glu-C;AC=MS:1001917	not applicable	not applicable	AC=MS:1000422;NT=HCD	20 ppm	0.1 Da	4	5	HeLa_GluC_pH5_HCD_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Glu-C;AC=MS:1001917
Sample 38	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 250	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	AC=MS:1001911;NT=Q Exactive	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Glu-C;AC=MS:1001917	not applicable	not applicable	AC=MS:1000422;NT=HCD	20 ppm	0.1 Da	4	6	HeLa_GluC_pH5_HCD_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Glu-C;AC=MS:1001917
Sample 38	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 251	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Glu-C;AC=MS:1001917	not applicable	not applicable	AC=MS:1000798;NT=CID	20 ppm	0.5 Da	3	1	HeLa_GluC_pH6_CID_3xload.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Glu-C;AC=MS:1001917
Sample 38	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 252	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Glu-C;AC=MS:1001917	not applicable	not applicable	AC=MS:1000798;NT=CID	20 ppm	0.5 Da	3	2	HeLa_GluC_pH6_CID_3xload_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Glu-C;AC=MS:1001917
Sample 38	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 253	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Glu-C;AC=MS:1001917	not applicable	not applicable	AC=MS:1000798;NT=CID	20 ppm	0.5 Da	3	3	HeLa_GluC_pH6_CID_3xload_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Glu-C;AC=MS:1001917
Sample 38	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 254	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	AC=MS:1001911;NT=Q Exactive	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Glu-C;AC=MS:1001917	not applicable	not applicable	AC=MS:1000422;NT=HCD	20 ppm	0.1 Da	3	4	HeLa_GluC_pH6_HCD_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Glu-C;AC=MS:1001917
Sample 38	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 255	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	AC=MS:1001911;NT=Q Exactive	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Glu-C;AC=MS:1001917	not applicable	not applicable	AC=MS:1000422;NT=HCD	20 ppm	0.1 Da	3	5	HeLa_GluC_pH6_HCD_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Glu-C;AC=MS:1001917
Sample 38	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 256	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	AC=MS:1001911;NT=Q Exactive	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Glu-C;AC=MS:1001917	not applicable	not applicable	AC=MS:1000422;NT=HCD	20 ppm	0.1 Da	3	6	HeLa_GluC_pH6_HCD_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Glu-C;AC=MS:1001917
Sample 38	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 257	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Glu-C;AC=MS:1001917	not applicable	not applicable	AC=MS:1000798;NT=CID	20 ppm	0.5 Da	2	1	HeLa_GluC_pH8_CID_3xload.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Glu-C;AC=MS:1001917
Sample 38	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 258	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Glu-C;AC=MS:1001917	not applicable	not applicable	AC=MS:1000798;NT=CID	20 ppm	0.5 Da	2	2	HeLa_GluC_pH8_CID_3xload_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Glu-C;AC=MS:1001917
Sample 38	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 259	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Glu-C;AC=MS:1001917	not applicable	not applicable	AC=MS:1000798;NT=CID	20 ppm	0.5 Da	2	3	HeLa_GluC_pH8_CID_3xload_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Glu-C;AC=MS:1001917
Sample 38	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 260	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	AC=MS:1001911;NT=Q Exactive	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Glu-C;AC=MS:1001917	not applicable	not applicable	AC=MS:1000422;NT=HCD	20 ppm	0.1 Da	2	4	HeLa_GluC_pH8_HCD_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Glu-C;AC=MS:1001917
Sample 38	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 261	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	AC=MS:1001911;NT=Q Exactive	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Glu-C;AC=MS:1001917	not applicable	not applicable	AC=MS:1000422;NT=HCD	20 ppm	0.1 Da	2	5	HeLa_GluC_pH8_HCD_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Glu-C;AC=MS:1001917
Sample 38	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 262	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	AC=MS:1001911;NT=Q Exactive	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Glu-C;AC=MS:1001917	not applicable	not applicable	AC=MS:1000422;NT=HCD	20 ppm	0.1 Da	2	6	HeLa_GluC_pH8_HCD_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Glu-C;AC=MS:1001917
Sample 39	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 263	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	not applicable	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Lys-C;AC=MS:1001309	NT=Chymotrypsin;AC=MS:1001306	NT=Elastase;AC=MS:1001307	AC=MS:1000798;NT=CID	20 ppm	0.5 Da	1	1	HeLa_LCE_CID_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Lys-C;AC=MS:1001309|NT=Chymotrypsin;AC=MS:1001306|NT=Elastase;AC=MS:1001307
Sample 39	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 264	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	not applicable	AC=MS:1001911;NT=Q Exactive	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Lys-C;AC=MS:1001309	NT=Chymotrypsin;AC=MS:1001306	NT=Elastase;AC=MS:1001307	AC=MS:1000422;NT=HCD	20 ppm	0.1 Da	1	2	HeLa_LCE_HCD_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Lys-C;AC=MS:1001309|NT=Chymotrypsin;AC=MS:1001306|NT=Elastase;AC=MS:1001307
Sample 40	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 265	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	not applicable	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Lys-C;AC=MS:1001309	NT=Chymotrypsin;AC=MS:1001306	NT=Trypsin;AC=MS:1001251	AC=MS:1000798;NT=CID	20 ppm	0.5 Da	1	1	HeLa_LCT_CID_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Lys-C;AC=MS:1001309|NT=Chymotrypsin;AC=MS:1001306|NT=Trypsin;AC=MS:1001251
Sample 40	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 266	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	not applicable	AC=MS:1001911;NT=Q Exactive	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Lys-C;AC=MS:1001309	NT=Chymotrypsin;AC=MS:1001306	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.1 Da	1	2	HeLa_LCT_HCD_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Lys-C;AC=MS:1001309|NT=Chymotrypsin;AC=MS:1001306|NT=Trypsin;AC=MS:1001251
Sample 41	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 267	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	not applicable	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Lys-C;AC=MS:1001309	NT=Elastase;AC=MS:1001307	NT=Trypsin;AC=MS:1001251	AC=MS:1000798;NT=CID	20 ppm	0.5 Da	1	1	HeLa_LET_CID_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Lys-C;AC=MS:1001309|NT=Elastase;AC=MS:1001307|NT=Trypsin;AC=MS:1001251
Sample 41	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 268	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	not applicable	AC=MS:1001911;NT=Q Exactive	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Lys-C;AC=MS:1001309	NT=Elastase;AC=MS:1001307	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.1 Da	1	2	HeLa_LET_HCD_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Lys-C;AC=MS:1001309|NT=Elastase;AC=MS:1001307|NT=Trypsin;AC=MS:1001251
Sample 42	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 269	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	not applicable	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Lys-C;AC=MS:1001309	NT=Chymotrypsin;AC=MS:1001306	not applicable	AC=MS:1000798;NT=CID	20 ppm	0.5 Da	1	1	HeLa_LysC-Chytry_CID_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Lys-C;AC=MS:1001309|NT=Chymotrypsin;AC=MS:1001306
Sample 42	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 270	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	not applicable	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Lys-C;AC=MS:1001309	NT=Chymotrypsin;AC=MS:1001306	not applicable	AC=MS:1000798;NT=CID	20 ppm	0.5 Da	1	2	HeLa_LysC-Chytry_CID_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Lys-C;AC=MS:1001309|NT=Chymotrypsin;AC=MS:1001306
Sample 42	Homo sapiens	cervix	adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 271	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	not applicable	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=variable	NT=Lys-C;AC=MS:1001309	NT=Chymotrypsin;AC=MS:1001306	not applicable	AC=MS:1000798;NT=CID	20 ppm	0.5 Da	1	3	HeLa_LysC-Chytry_CID_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=Lys-C;AC=MS:1001309|NT=Chymotrypsin;AC=MS:1001306
