source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[individual]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	factor value[sample type]
CW03	Homo sapiens	tooth	normal	adult	not available	male	CW03	1	OFCCF190403_92_S7_CCF01590_CW03_R1_PRM	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	1	OFCCF190403_92_S7_CCF01590_CW03_R1_PRM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	modern tooth
CW03	Homo sapiens	tooth	normal	adult	not available	male	CW03	1	OFCCF190508_01_S7_CCF01590_CW03_R2_PRM	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	2	OFCCF190508_01_S7_CCF01590_CW03_R2_PRM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	modern tooth
CW03	Homo sapiens	tooth	normal	adult	not available	male	CW03	1	OFCCF190508_03_S7_CCF01590_CW03_R3_PRM	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	3	OFCCF190508_03_S7_CCF01590_CW03_R3_PRM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	modern tooth
1H12	Homo sapiens	tooth	normal	not available	not available	not available	1H12	1	OFCCF190508_11_S2_CCF01441_1H12_R1_PRM	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	1	OFCCF190508_11_S2_CCF01441_1H12_R1_PRM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	neolithic tooth
1H12	Homo sapiens	tooth	normal	not available	not available	not available	1H12	1	OFCCF190508_13_S2_CCF01441_1H12_R2_PRM	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	2	OFCCF190508_13_S2_CCF01441_1H12_R2_PRM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	neolithic tooth
1H12	Homo sapiens	tooth	normal	not available	not available	not available	1H12	1	OFCCF190508_15_S2_CCF01441_1H12_R3_PRM	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	3	OFCCF190508_15_S2_CCF01441_1H12_R3_PRM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	neolithic tooth
1H15	Homo sapiens	tooth	normal	not available	not available	not available	1H15	1	OFCCF190508_19_S2_CCF01444_1H15_R1_PRM	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	1	OFCCF190508_19_S2_CCF01444_1H15_R1_PRM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	neolithic tooth
1H15	Homo sapiens	tooth	normal	not available	not available	not available	1H15	1	OFCCF190508_21_S2_CCF01444_1H15_R2_PRM	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	2	OFCCF190508_21_S2_CCF01444_1H15_R2_PRM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	neolithic tooth
1H15	Homo sapiens	tooth	normal	not available	not available	not available	1H15	1	OFCCF190508_23_S2_CCF01444_1H15_R3_PRM	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	3	OFCCF190508_23_S2_CCF01444_1H15_R3_PRM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	neolithic tooth
1H01	Homo sapiens	tooth	normal	not available	not available	not available	1H01	1	OFCCF190508_27_S5_CCF01478_1H01_R1_PRM	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	1	OFCCF190508_27_S5_CCF01478_1H01_R1_PRM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	neolithic tooth
1H01	Homo sapiens	tooth	normal	not available	not available	not available	1H01	1	OFCCF190508_29_S5_CCF01478_1H01_R2_PRM	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	2	OFCCF190508_29_S5_CCF01478_1H01_R2_PRM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	neolithic tooth
1H01	Homo sapiens	tooth	normal	not available	not available	not available	1H01	1	OFCCF190508_31_S5_CCF01478_1H01_R3_PRM	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	3	OFCCF190508_31_S5_CCF01478_1H01_R3_PRM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	neolithic tooth
1H07	Homo sapiens	tooth	normal	not available	not available	not available	1H07	1	OFCCF190508_35_S5_CCF01479_1H07_R1_PRM	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	1	OFCCF190508_35_S5_CCF01479_1H07_R1_PRM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	neolithic tooth
1H07	Homo sapiens	tooth	normal	not available	not available	not available	1H07	1	OFCCF190508_37_S5_CCF01479_1H07_R2_PRM	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	2	OFCCF190508_37_S5_CCF01479_1H07_R2_PRM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	neolithic tooth
1H07	Homo sapiens	tooth	normal	not available	not available	not available	1H07	1	OFCCF190508_39_S5_CCF01479_1H07_R3_PRM	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	3	OFCCF190508_39_S5_CCF01479_1H07_R3_PRM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	neolithic tooth
2H08	Homo sapiens	tooth	normal	not available	not available	not available	2H08	1	OFCCF190508_43_S5_CCF01480_2H08_R1_PRM	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	1	OFCCF190508_43_S5_CCF01480_2H08_R1_PRM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	neolithic tooth
2H08	Homo sapiens	tooth	normal	not available	not available	not available	2H08	1	OFCCF190508_45_S5_CCF01480_2H08_R2_PRM	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	2	OFCCF190508_45_S5_CCF01480_2H08_R2_PRM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	neolithic tooth
2H08	Homo sapiens	tooth	normal	not available	not available	not available	2H08	1	OFCCF190508_47_S5_CCF01480_2H08_R3_PRM	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	3	OFCCF190508_47_S5_CCF01480_2H08_R3_PRM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	neolithic tooth
2H10	Homo sapiens	tooth	normal	not available	not available	not available	2H10	1	OFCCF190508_51_S5_CCF01481_2H10_R1_PRM	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	1	OFCCF190508_51_S5_CCF01481_2H10_R1_PRM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	neolithic tooth
2H10	Homo sapiens	tooth	normal	not available	not available	not available	2H10	1	OFCCF190508_53_S5_CCF01481_2H10_R2_PRM	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	2	OFCCF190508_53_S5_CCF01481_2H10_R2_PRM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	neolithic tooth
2H10	Homo sapiens	tooth	normal	not available	not available	not available	2H10	1	OFCCF190508_55_S5_CCF01481_2H10_R3_PRM	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	3	OFCCF190508_55_S5_CCF01481_2H10_R3_PRM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	neolithic tooth
2H12	Homo sapiens	tooth	normal	not available	not available	not available	2H12	1	OFCCF190508_59_S5_CCF01483_2H12_R1_PRM	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	1	OFCCF190508_59_S5_CCF01483_2H12_R1_PRM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	neolithic tooth
2H12	Homo sapiens	tooth	normal	not available	not available	not available	2H12	1	OFCCF190508_61_S5_CCF01483_2H12_R2_PRM	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	2	OFCCF190508_61_S5_CCF01483_2H12_R2_PRM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	neolithic tooth
2H12	Homo sapiens	tooth	normal	not available	not available	not available	2H12	1	OFCCF190508_63_S5_CCF01483_2H12_R3_PRM	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	3	OFCCF190508_63_S5_CCF01483_2H12_R3_PRM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	neolithic tooth
1H06	Homo sapiens	tooth	normal	not available	not available	not available	1H06	1	OFCCF190508_67_S5_CCF01484_1H06_R1_PRM	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	1	OFCCF190508_67_S5_CCF01484_1H06_R1_PRM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	neolithic tooth
1H06	Homo sapiens	tooth	normal	not available	not available	not available	1H06	1	OFCCF190508_69_S5_CCF01484_1H06_R2_PRM	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	2	OFCCF190508_69_S5_CCF01484_1H06_R2_PRM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	neolithic tooth
1H06	Homo sapiens	tooth	normal	not available	not available	not available	1H06	1	OFCCF190508_71_S5_CCF01484_1H06_R3_PRM	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	3	OFCCF190508_71_S5_CCF01484_1H06_R3_PRM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	neolithic tooth
