source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[disease]	characteristics[material type]	characteristics[treatment]	characteristics[enrichment process]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[sample preparation batch]	comment[ms min im]	comment[ms max im]	comment[ms1 scan range]	factor value[cell type]	factor value[treatment]
DBS05_beta_control3	Mus musculus	islet of Langerhans	type B pancreatic cell	3	pooled	normal	cell	control	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_15_beta_control3_01_D3_1_4839	proteomic profiling by mass spectrometry	1	20210610_TIMS05_MCT_SA_DBS05_15_beta_control3_01_D3_1_4839.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	type B pancreatic cell	control
DBS05_beta_control3	Mus musculus	islet of Langerhans	type B pancreatic cell	3	pooled	normal	cell	control	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_15_beta_control3_02_D3_1_4841	proteomic profiling by mass spectrometry	2	20210610_TIMS05_MCT_SA_DBS05_15_beta_control3_02_D3_1_4841.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	type B pancreatic cell	control
DBS05_beta_control3	Mus musculus	islet of Langerhans	type B pancreatic cell	3	pooled	normal	cell	control	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_15_beta_control3_03_D3_1_4843	proteomic profiling by mass spectrometry	3	20210610_TIMS05_MCT_SA_DBS05_15_beta_control3_03_D3_1_4843.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	type B pancreatic cell	control
DBS05_beta_control3	Mus musculus	islet of Langerhans	type B pancreatic cell	3	pooled	normal	cell	control	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_15_beta_control3_04_D3_1_4846	proteomic profiling by mass spectrometry	4	20210610_TIMS05_MCT_SA_DBS05_15_beta_control3_04_D3_1_4846.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	type B pancreatic cell	control
DBS05_beta_control3	Mus musculus	islet of Langerhans	type B pancreatic cell	3	pooled	normal	cell	control	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_15_beta_control3_05_D3_1_4851	proteomic profiling by mass spectrometry	5	20210610_TIMS05_MCT_SA_DBS05_15_beta_control3_05_D3_1_4851.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	type B pancreatic cell	control
DBS05_delta_ifng3	Mus musculus	islet of Langerhans	pancreatic D cell	3	pooled	normal	cell	Interferon Gamma	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_16_delta_ifng3_01_F3_1_4782	proteomic profiling by mass spectrometry	1	20210610_TIMS05_MCT_SA_DBS05_16_delta_ifng3_01_F3_1_4782.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	pancreatic D cell	Interferon Gamma
DBS05_delta_ifng3	Mus musculus	islet of Langerhans	pancreatic D cell	3	pooled	normal	cell	Interferon Gamma	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_16_delta_ifng3_02_F3_1_4784	proteomic profiling by mass spectrometry	2	20210610_TIMS05_MCT_SA_DBS05_16_delta_ifng3_02_F3_1_4784.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	pancreatic D cell	Interferon Gamma
DBS05_delta_ifng3	Mus musculus	islet of Langerhans	pancreatic D cell	3	pooled	normal	cell	Interferon Gamma	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_16_delta_ifng3_03_F3_1_4786	proteomic profiling by mass spectrometry	3	20210610_TIMS05_MCT_SA_DBS05_16_delta_ifng3_03_F3_1_4786.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	pancreatic D cell	Interferon Gamma
DBS05_delta_ifng3	Mus musculus	islet of Langerhans	pancreatic D cell	3	pooled	normal	cell	Interferon Gamma	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_16_delta_ifng3_04_F3_1_4789	proteomic profiling by mass spectrometry	4	20210610_TIMS05_MCT_SA_DBS05_16_delta_ifng3_04_F3_1_4789.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	pancreatic D cell	Interferon Gamma
DBS05_delta_ifng3	Mus musculus	islet of Langerhans	pancreatic D cell	3	pooled	normal	cell	Interferon Gamma	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_16_delta_ifng3_05_F3_1_4794	proteomic profiling by mass spectrometry	5	20210610_TIMS05_MCT_SA_DBS05_16_delta_ifng3_05_F3_1_4794.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	pancreatic D cell	Interferon Gamma
DBS05_alpha_ifng3	Mus musculus	islet of Langerhans	pancreatic A cell	3	pooled	normal	cell	Interferon Gamma	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_17_alpha_ifng3_01_D3_1_4817	proteomic profiling by mass spectrometry	1	20210610_TIMS05_MCT_SA_DBS05_17_alpha_ifng3_01_D3_1_4817.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	pancreatic A cell	Interferon Gamma
DBS05_alpha_ifng3	Mus musculus	islet of Langerhans	pancreatic A cell	3	pooled	normal	cell	Interferon Gamma	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_17_alpha_ifng3_02_D3_1_4819	proteomic profiling by mass spectrometry	2	20210610_TIMS05_MCT_SA_DBS05_17_alpha_ifng3_02_D3_1_4819.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	pancreatic A cell	Interferon Gamma
DBS05_alpha_ifng3	Mus musculus	islet of Langerhans	pancreatic A cell	3	pooled	normal	cell	Interferon Gamma	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_17_alpha_ifng3_03_D3_1_4821	proteomic profiling by mass spectrometry	3	20210610_TIMS05_MCT_SA_DBS05_17_alpha_ifng3_03_D3_1_4821.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	pancreatic A cell	Interferon Gamma
DBS05_alpha_ifng3	Mus musculus	islet of Langerhans	pancreatic A cell	3	pooled	normal	cell	Interferon Gamma	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_17_alpha_ifng3_04_D3_1_4824	proteomic profiling by mass spectrometry	4	20210610_TIMS05_MCT_SA_DBS05_17_alpha_ifng3_04_D3_1_4824.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	pancreatic A cell	Interferon Gamma
DBS05_alpha_ifng3	Mus musculus	islet of Langerhans	pancreatic A cell	3	pooled	normal	cell	Interferon Gamma	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_17_alpha_ifng3_05_D3_1_4829	proteomic profiling by mass spectrometry	5	20210610_TIMS05_MCT_SA_DBS05_17_alpha_ifng3_05_D3_1_4829.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	pancreatic A cell	Interferon Gamma
DBS05_beta_ifng3	Mus musculus	islet of Langerhans	type B pancreatic cell	3	pooled	normal	cell	Interferon Gamma	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_18_beta_ifng3_01_F3_1_4856	proteomic profiling by mass spectrometry	1	20210610_TIMS05_MCT_SA_DBS05_18_beta_ifng3_01_F3_1_4856.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	type B pancreatic cell	Interferon Gamma
DBS05_beta_ifng3	Mus musculus	islet of Langerhans	type B pancreatic cell	3	pooled	normal	cell	Interferon Gamma	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_18_beta_ifng3_02_F3_1_4858	proteomic profiling by mass spectrometry	2	20210610_TIMS05_MCT_SA_DBS05_18_beta_ifng3_02_F3_1_4858.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	type B pancreatic cell	Interferon Gamma
DBS05_beta_ifng3	Mus musculus	islet of Langerhans	type B pancreatic cell	3	pooled	normal	cell	Interferon Gamma	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_18_beta_ifng3_03_F3_1_4860	proteomic profiling by mass spectrometry	3	20210610_TIMS05_MCT_SA_DBS05_18_beta_ifng3_03_F3_1_4860.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	type B pancreatic cell	Interferon Gamma
DBS05_beta_ifng3	Mus musculus	islet of Langerhans	type B pancreatic cell	3	pooled	normal	cell	Interferon Gamma	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_18_beta_ifng3_04_F3_1_4863	proteomic profiling by mass spectrometry	4	20210610_TIMS05_MCT_SA_DBS05_18_beta_ifng3_04_F3_1_4863.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	type B pancreatic cell	Interferon Gamma
DBS05_beta_ifng3	Mus musculus	islet of Langerhans	type B pancreatic cell	3	pooled	normal	cell	Interferon Gamma	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_18_beta_ifng3_05_F3_1_4868	proteomic profiling by mass spectrometry	5	20210610_TIMS05_MCT_SA_DBS05_18_beta_ifng3_05_F3_1_4868.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	type B pancreatic cell	Interferon Gamma
DBS08_alpha_1	Mus musculus	islet of Langerhans	pancreatic A cell	1	pooled	normal	cell	control	not applicable	adult	C57BL/6JRj	male	12W	20230426_TIMS01scp_MCT_SA_whi20_AID12_DBS08_Proteome_07_alpha_01_S3-G9_1_2905	proteomic profiling by mass spectrometry	1	20230426_TIMS01scp_MCT_SA_whi20_AID12_DBS08_Proteome_07_alpha_01_S3-G9_1_2905.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF SCP;AC=MS:1003231	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS08	0.7	1.3	100m/z-1700m/z	pancreatic A cell	control
DBS08_alpha_2	Mus musculus	islet of Langerhans	pancreatic A cell	2	pooled	normal	cell	control	not applicable	adult	C57BL/6JRj	male	12W	20230426_TIMS01scp_MCT_SA_whi20_AID12_DBS08_Proteome_08_alpha_02_S3-H9_1_2906	proteomic profiling by mass spectrometry	1	20230426_TIMS01scp_MCT_SA_whi20_AID12_DBS08_Proteome_08_alpha_02_S3-H9_1_2906.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF SCP;AC=MS:1003231	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS08	0.7	1.3	100m/z-1700m/z	pancreatic A cell	control
DBS08_alpha_3	Mus musculus	islet of Langerhans	pancreatic A cell	3	pooled	normal	cell	control	not applicable	adult	C57BL/6JRj	male	12W	20230426_TIMS01scp_MCT_SA_whi20_AID12_DBS08_Proteome_09_alpha_03_S3-A10_1_2907	proteomic profiling by mass spectrometry	1	20230426_TIMS01scp_MCT_SA_whi20_AID12_DBS08_Proteome_09_alpha_03_S3-A10_1_2907.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF SCP;AC=MS:1003231	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS08	0.7	1.3	100m/z-1700m/z	pancreatic A cell	control
