source name	characteristics[organism]	characteristics[organism part]	characteristics[sampling site]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[material type]	characteristics[enrichment process]	characteristics[viral bait]	characteristics[fusion orientation]	characteristics[expression mode]	characteristics[stimulation]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[viral bait]	factor value[fusion orientation]	factor value[expression mode]	factor value[stimulation]
NSP7-BF_stable_2306_C	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP7	C-terminal	stable	not treated	3	run NSP7-BF_stable_2306_C	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	NSP7-BF_stable_2306_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP7	C-terminal	stable	not treated
NSP8-BF_transient_1805_A	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP8	C-terminal	transient	not treated	1	run NSP8-BF_transient_1805_A	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	NSP8-BF_transient_1805_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP8	C-terminal	transient	not treated
NSP8-BF_transient_1805_B	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP8	C-terminal	transient	not treated	2	run NSP8-BF_transient_1805_B	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	NSP8-BF_transient_1805_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP8	C-terminal	transient	not treated
NSP8-BF_transient_1805_C	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP8	C-terminal	transient	not treated	3	run NSP8-BF_transient_1805_C	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	NSP8-BF_transient_1805_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP8	C-terminal	transient	not treated
NSP9-BF_stable_0406_A	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP9	C-terminal	stable	not treated	1	run NSP9-BF_stable_0406_A	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	NSP9-BF_stable_0406_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP9	C-terminal	stable	not treated
NSP9-BF_stable_0406_B	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP9	C-terminal	stable	not treated	2	run NSP9-BF_stable_0406_B	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	NSP9-BF_stable_0406_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP9	C-terminal	stable	not treated
NSP9-BF_stable_0406_C	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP9	C-terminal	stable	not treated	3	run NSP9-BF_stable_0406_C	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	NSP9-BF_stable_0406_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP9	C-terminal	stable	not treated
S-BF_stable_1906_A	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	S	C-terminal	stable	not treated	1	run S-BF_stable_1906_A	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	S-BF_stable_1906_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	S	C-terminal	stable	not treated
S-BF_stable_1906_B	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	S	C-terminal	stable	not treated	2	run S-BF_stable_1906_B	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	S-BF_stable_1906_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	S	C-terminal	stable	not treated
S-BF_stable_1906_C	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	S	C-terminal	stable	not treated	3	run S-BF_stable_1906_C	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	S-BF_stable_1906_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	S	C-terminal	stable	not treated
control_BF_only_0607_F	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	BirA control	C-terminal	not available	not treated	6	run control_BF_only_0607_F	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	control_BF_only_0607_F.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	BirA control	C-terminal	not available	not treated
control_BF_only_0607_G_20200708181009	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	BirA control	C-terminal	not available	not treated	7	run control_BF_only_0607_G_20200708181009	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	control_BF_only_0607_G_20200708181009.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	BirA control	C-terminal	not available	not treated
control_BF_only_0607_H	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	BirA control	C-terminal	not available	not treated	8	run control_BF_only_0607_H	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	control_BF_only_0607_H.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	BirA control	C-terminal	not available	not treated
control_BF_only_2104_C	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	BirA control	C-terminal	not available	not treated	3	run control_BF_only_2104_C	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	control_BF_only_2104_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	BirA control	C-terminal	not available	not treated
control_BF_only_stable_B1	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	BirA control	C-terminal	stable	not treated	2	run control_BF_only_stable_B1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	control_BF_only_stable_B1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	BirA control	C-terminal	stable	not treated
control_BF_only_stable_C1	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	BirA control	C-terminal	stable	not treated	3	run control_BF_only_stable_C1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	control_BF_only_stable_C1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	BirA control	C-terminal	stable	not treated
control_BF_only_transient_A	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	BirA control	C-terminal	transient	not treated	1	run control_BF_only_transient_A	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	control_BF_only_transient_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	BirA control	C-terminal	transient	not treated
control_BF_only_transient_D	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	BirA control	C-terminal	transient	not treated	4	run control_BF_only_transient_D	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	control_BF_only_transient_D.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	BirA control	C-terminal	transient	not treated
control_FB-only-stable-A	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	BirA control	N-terminal	stable	not treated	1	run control_FB-only-stable-A	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	control_FB-only-stable-A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	BirA control	N-terminal	stable	not treated
control_FB-only-stable-B	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	BirA control	N-terminal	stable	not treated	2	run control_FB-only-stable-B	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	control_FB-only-stable-B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	BirA control	N-terminal	stable	not treated
control_FB-only-stable-C	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	BirA control	N-terminal	stable	not treated	3	run control_FB-only-stable-C	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	control_FB-only-stable-C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	BirA control	N-terminal	stable	not treated
control_FB-only-stable-D	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	BirA control	N-terminal	stable	not treated	4	run control_FB-only-stable-D	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	control_FB-only-stable-D.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	BirA control	N-terminal	stable	not treated
control_FB-only-transient-A	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	BirA control	N-terminal	transient	not treated	1	run control_FB-only-transient-A	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	control_FB-only-transient-A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	BirA control	N-terminal	transient	not treated
control_FB-only-transient-B	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	BirA control	N-terminal	transient	not treated	2	run control_FB-only-transient-B	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	control_FB-only-transient-B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	BirA control	N-terminal	transient	not treated
control_FB-only_transient_1004_B	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	BirA control	N-terminal	transient	not treated	2	run control_FB-only_transient_1004_B	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	control_FB-only_transient_1004_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	BirA control	N-terminal	transient	not treated
control_FB_only_1404_E	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	BirA control	N-terminal	not available	not treated	5	run control_FB_only_1404_E	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	control_FB_only_1404_E.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	BirA control	N-terminal	not available	not treated
control_FB_only_PIC_1106_A	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	BirA control	N-terminal	not available	poly(I:C)	1	run control_FB_only_PIC_1106_A	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	control_FB_only_PIC_1106_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	BirA control	N-terminal	not available	poly(I:C)
control_FB_only_PIC_1306_B	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	BirA control	N-terminal	not available	poly(I:C)	2	run control_FB_only_PIC_1306_B	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	control_FB_only_PIC_1306_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	BirA control	N-terminal	not available	poly(I:C)
control_FB_only_stable_1904_A	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	BirA control	N-terminal	stable	not treated	1	run control_FB_only_stable_1904_A	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	control_FB_only_stable_1904_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	BirA control	N-terminal	stable	not treated
control_FB_only_stable_1904_B	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	BirA control	N-terminal	stable	not treated	2	run control_FB_only_stable_1904_B	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	control_FB_only_stable_1904_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	BirA control	N-terminal	stable	not treated
control_FB_only_stable_2404_A	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	BirA control	N-terminal	stable	not treated	1	run control_FB_only_stable_2404_A	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	control_FB_only_stable_2404_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	BirA control	N-terminal	stable	not treated
control_FB_only_stable_2404_B	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	BirA control	N-terminal	stable	not treated	2	run control_FB_only_stable_2404_B	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	control_FB_only_stable_2404_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	BirA control	N-terminal	stable	not treated
