source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[disease]	characteristics[material type]	characteristics[sampling time]	characteristics[carbon source]	characteristics[proteomics assay]	characteristics[strain]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	factor value[carbon source]	factor value[sampling time]
glucose-S21-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	3	not pooled	not applicable	cell	93 minute	glucose	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170521_07_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_2nd_cycle_P-R3-1	proteomic profiling by mass spectrometry	1	170521_07_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_2nd_cycle_P-R3-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	glucose	93 minute
glucose-S26-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	2	not pooled	not applicable	cell	138 minute	glucose	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170521_09_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R2-8	proteomic profiling by mass spectrometry	1	170521_09_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R2-8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	glucose	138 minute
glucose-S23-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	2	not pooled	not applicable	cell	115 minute	glucose	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170521_11_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_2nd_cycle_P-R2-5	proteomic profiling by mass spectrometry	1	170521_11_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_2nd_cycle_P-R2-5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	glucose	115 minute
glucose-S8-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	2	not pooled	not applicable	cell	37 minute	glucose	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170521_13_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R2-3	proteomic profiling by mass spectrometry	1	170521_13_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R2-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	glucose	37 minute
glucose-S3-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	3	not pooled	not applicable	cell	2 minute	glucose	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170521_15_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R3-1	proteomic profiling by mass spectrometry	1	170521_15_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R3-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	glucose	2 minute
glucose-S2-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	2	not pooled	not applicable	cell	2 minute	glucose	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170521_17_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R2-1	proteomic profiling by mass spectrometry	1	170521_17_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R2-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	glucose	2 minute
glucose-S15-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	3	not pooled	not applicable	cell	60 minute	glucose	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170521_19_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_PR-3-5	proteomic profiling by mass spectrometry	1	170521_19_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_PR-3-5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	glucose	60 minute
glucose-S20-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	2	not pooled	not applicable	cell	93 minute	glucose	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170522_01_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_2nd_cycle_P-R2-1	proteomic profiling by mass spectrometry	1	170522_01_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_2nd_cycle_P-R2-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	glucose	93 minute
glucose-S4-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	5 minute	glucose	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170522_03_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R1-2	proteomic profiling by mass spectrometry	1	170522_03_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R1-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	glucose	5 minute
glucose-S13-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	60 minute	glucose	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170522_05_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R1-5	proteomic profiling by mass spectrometry	1	170522_05_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R1-5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	glucose	60 minute
glucose-S22-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	109 minute	glucose	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170522_07_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_2nd_cycle_P-R1-4	proteomic profiling by mass spectrometry	1	170522_07_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_2nd_cycle_P-R1-4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	glucose	109 minute
glucose-S30-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	3	not pooled	not applicable	cell	158 minute	glucose	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170522_09_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R3-9	proteomic profiling by mass spectrometry	1	170522_09_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R3-9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	glucose	158 minute
glucose-S12-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	3	not pooled	not applicable	cell	40 minute	glucose	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170522_11_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R3-4	proteomic profiling by mass spectrometry	1	170522_11_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R3-4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	glucose	40 minute
glucose-S17-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	2	not pooled	not applicable	cell	68 minute	glucose	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170522_13_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R2-6	proteomic profiling by mass spectrometry	1	170522_13_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R2-6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	glucose	68 minute
glucose-S7-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	37 minute	glucose	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170522_15_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R1-3	proteomic profiling by mass spectrometry	1	170522_15_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R1-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	glucose	37 minute
glucose-S18-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	3	not pooled	not applicable	cell	68 minute	glucose	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170522_17_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R3-6	proteomic profiling by mass spectrometry	1	170522_17_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R3-6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	glucose	68 minute
glucose-S19-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	93 minute	glucose	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170522_19_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_2nd_cycle_P-R1-1	proteomic profiling by mass spectrometry	1	170522_19_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_2nd_cycle_P-R1-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	glucose	93 minute
glucose-S11-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	2	not pooled	not applicable	cell	40 minute	glucose	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170524_01_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R2-4	proteomic profiling by mass spectrometry	1	170524_01_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R2-4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	glucose	40 minute
glucose-S16-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	68 minute	glucose	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170524_03_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R1-6	proteomic profiling by mass spectrometry	1	170524_03_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R1-6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	glucose	68 minute
glucose-S25-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	138 minute	glucose	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170524_05_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R1-8	proteomic profiling by mass spectrometry	1	170524_05_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R1-8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	glucose	138 minute
glucose-S24-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	3	not pooled	not applicable	cell	103 minute	glucose	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170524_07_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_2nd_cycle_P-R3-3	proteomic profiling by mass spectrometry	1	170524_07_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_2nd_cycle_P-R3-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	glucose	103 minute
glucose-S5-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	2	not pooled	not applicable	cell	5 minute	glucose	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170524_09_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R2-2	proteomic profiling by mass spectrometry	1	170524_09_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R2-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	glucose	5 minute
glucose-S10-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	40 minute	glucose	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170524_11_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R1-4	proteomic profiling by mass spectrometry	1	170524_11_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R1-4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	glucose	40 minute
