source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
E07414_2p_25_Alan_ubicofradic_fr77	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07414_2p_25_Alan_ubicofradic_fr77	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	77	1	E07414_2p_25_Alan_ubicofradic_fr77.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07414_2p_25_Alan_ubicofradic_fr77.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07467_2p_25_Alan_ubicofradic_blanc_fr37	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07467_2p_25_Alan_ubicofradic_blanc_fr37	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	37	1	E07467_2p_25_Alan_ubicofradic_blanc_fr37.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07467_2p_25_Alan_ubicofradic_blanc_fr37.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07442_2p_25_Alan_ubicofradic_blanc_fr12	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07442_2p_25_Alan_ubicofradic_blanc_fr12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	12	1	E07442_2p_25_Alan_ubicofradic_blanc_fr12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07442_2p_25_Alan_ubicofradic_blanc_fr12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07460_1p_25_Alan_ubicofradic_blanc_fr30	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07460_1p_25_Alan_ubicofradic_blanc_fr30	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	30	1	E07460_1p_25_Alan_ubicofradic_blanc_fr30.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07460_1p_25_Alan_ubicofradic_blanc_fr30.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07447_2p_25_Alan_ubicofradic_blanc_fr17	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07447_2p_25_Alan_ubicofradic_blanc_fr17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	17	1	E07447_2p_25_Alan_ubicofradic_blanc_fr17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07447_2p_25_Alan_ubicofradic_blanc_fr17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07399_1p_25_Alan_ubicofradic_fr62	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07399_1p_25_Alan_ubicofradic_fr62	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	62	1	E07399_1p_25_Alan_ubicofradic_fr62.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07399_1p_25_Alan_ubicofradic_fr62.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07478_1p_25_Alan_ubicofradic_blanc_fr48	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07478_1p_25_Alan_ubicofradic_blanc_fr48	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	48	1	E07478_1p_25_Alan_ubicofradic_blanc_fr48.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07478_1p_25_Alan_ubicofradic_blanc_fr48.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07379_1p_25_Alan_ubicofradic_fr42	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07379_1p_25_Alan_ubicofradic_fr42	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	42	1	E07379_1p_25_Alan_ubicofradic_fr42.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07379_1p_25_Alan_ubicofradic_fr42.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07487_2p_25_Alan_ubicofradic_blanc_fr57	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07487_2p_25_Alan_ubicofradic_blanc_fr57	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	57	1	E07487_2p_25_Alan_ubicofradic_blanc_fr57.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07487_2p_25_Alan_ubicofradic_blanc_fr57.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07473_2p_25_Alan_ubicofradic_blanc_fr43	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07473_2p_25_Alan_ubicofradic_blanc_fr43	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	43	1	E07473_2p_25_Alan_ubicofradic_blanc_fr43.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07473_2p_25_Alan_ubicofradic_blanc_fr43.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07433_2p_25_Alan_ubicofradic_blanc_fr3	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07433_2p_25_Alan_ubicofradic_blanc_fr3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	3	1	E07433_2p_25_Alan_ubicofradic_blanc_fr3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07433_2p_25_Alan_ubicofradic_blanc_fr3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07490_1p_25_Alan_ubicofradic_blanc_fr60	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07490_1p_25_Alan_ubicofradic_blanc_fr60	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	60	1	E07490_1p_25_Alan_ubicofradic_blanc_fr60.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07490_1p_25_Alan_ubicofradic_blanc_fr60.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07413_1p_25_Alan_ubicofradic_fr76	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07413_1p_25_Alan_ubicofradic_fr76	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	76	1	E07413_1p_25_Alan_ubicofradic_fr76.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07413_1p_25_Alan_ubicofradic_fr76.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07454_1p_25_Alan_ubicofradic_blanc_fr24	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07454_1p_25_Alan_ubicofradic_blanc_fr24	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	24	1	E07454_1p_25_Alan_ubicofradic_blanc_fr24.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07454_1p_25_Alan_ubicofradic_blanc_fr24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07401_1p_25_Alan_ubicofradic_fr64	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07401_1p_25_Alan_ubicofradic_fr64	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	64	1	E07401_1p_25_Alan_ubicofradic_fr64.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07401_1p_25_Alan_ubicofradic_fr64.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07365_1p_25_Alan_ubicofradic_fr30	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07365_1p_25_Alan_ubicofradic_fr30	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	30	1	E07365_1p_25_Alan_ubicofradic_fr30.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07365_1p_25_Alan_ubicofradic_fr30.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07432_2p_25_Alan_ubicofradic_blanc_fr2	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07432_2p_25_Alan_ubicofradic_blanc_fr2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	2	1	E07432_2p_25_Alan_ubicofradic_blanc_fr2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07432_2p_25_Alan_ubicofradic_blanc_fr2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07450_1p_25_Alan_ubicofradic_blanc_fr20	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07450_1p_25_Alan_ubicofradic_blanc_fr20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	20	1	E07450_1p_25_Alan_ubicofradic_blanc_fr20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07450_1p_25_Alan_ubicofradic_blanc_fr20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07457_2p_25_Alan_ubicofradic_blanc_fr27	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07457_2p_25_Alan_ubicofradic_blanc_fr27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	27	1	E07457_2p_25_Alan_ubicofradic_blanc_fr27.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07457_2p_25_Alan_ubicofradic_blanc_fr27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07436_2p_25_Alan_ubicofradic_blanc_fr6	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07436_2p_25_Alan_ubicofradic_blanc_fr6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	6	1	E07436_2p_25_Alan_ubicofradic_blanc_fr6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07436_2p_25_Alan_ubicofradic_blanc_fr6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07475_2p_25_Alan_ubicofradic_blanc_fr45	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07475_2p_25_Alan_ubicofradic_blanc_fr45	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	45	1	E07475_2p_25_Alan_ubicofradic_blanc_fr45.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07475_2p_25_Alan_ubicofradic_blanc_fr45.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07443_2p_25_Alan_ubicofradic_blanc_fr13	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07443_2p_25_Alan_ubicofradic_blanc_fr13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	13	1	E07443_2p_25_Alan_ubicofradic_blanc_fr13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07443_2p_25_Alan_ubicofradic_blanc_fr13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
