source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	characteristics[sample type]	characteristics[sample matrix]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[file uri]	comment[platform]	comment[quantification unit]	comment[plate]	comment[normalization method]	comment[olink panel]	comment[olink platform]	comment[npx normalization]	comment[olink lot number]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]
PAD000033-2022-02-03-38-1	Homo sapiens	Blood serum	not available	not available	not available	201	study sample	blood serum	PAD000033-r00201-2022-02-03-38-1	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220169	Intensity	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000033-2022-02-03-93-2	Homo sapiens	Blood serum	not available	not available	not available	202	study sample	blood serum	PAD000033-r00202-2022-02-03-93-2	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220169	Intensity	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000033-2022-02-03-41-1	Homo sapiens	Blood serum	not available	not available	not available	203	study sample	blood serum	PAD000033-r00203-2022-02-03-41-1	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220169	Intensity	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000033-2022-02-03-45-1	Homo sapiens	Blood serum	not available	not available	not available	204	study sample	blood serum	PAD000033-r00204-2022-02-03-45-1	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220169	Intensity	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000033-2022-02-03-28-1	Homo sapiens	Blood serum	not available	not available	not available	205	study sample	blood serum	PAD000033-r00205-2022-02-03-28-1	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220169	Intensity	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000033-CONTROL_SAMPLE_US_CS_AS_2-5	Homo sapiens	Blood serum	not available	not available	not available	206	study sample	blood serum	PAD000033-r00206-CONTROL_SAMPLE_US_CS_AS_2-5	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220166	Intensity	Cardiometabolic; Inflammation; Neurology; Oncology	Olink Target 96	intensity normalized	B04412	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000033-CONTROL_SAMPLE_US_CS_AS_2-6	Homo sapiens	Blood serum	not available	not available	not available	207	study sample	blood serum	PAD000033-r00207-CONTROL_SAMPLE_US_CS_AS_2-6	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220166	Intensity	Cardiometabolic; Inflammation; Neurology; Oncology	Olink Target 96	intensity normalized	B04412	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000033-CONTROL_SAMPLE_US_CS_AS_2-3	Homo sapiens	Blood serum	not available	not available	not available	208	study sample	blood serum	PAD000033-r00208-CONTROL_SAMPLE_US_CS_AS_2-3	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220165	Intensity	Cardiometabolic; Inflammation; Neurology; Oncology	Olink Target 96	intensity normalized	B04412	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000033-CONTROL_SAMPLE_US_CS_AS_2-4	Homo sapiens	Blood serum	not available	not available	not available	209	study sample	blood serum	PAD000033-r00209-CONTROL_SAMPLE_US_CS_AS_2-4	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220165	Intensity	Cardiometabolic; Inflammation; Neurology; Oncology	Olink Target 96	intensity normalized	B04412	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000033-CONTROL_SAMPLE_US_CS_AS_2-1	Homo sapiens	Blood serum	not available	not available	not available	210	study sample	blood serum	PAD000033-r00210-CONTROL_SAMPLE_US_CS_AS_2-1	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220164	Intensity	Cardiometabolic; Inflammation; Neurology; Oncology	Olink Target 96	intensity normalized	B04412	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000033-CONTROL_SAMPLE_US_CS_AS_2-2	Homo sapiens	Blood serum	not available	not available	not available	211	study sample	blood serum	PAD000033-r00211-CONTROL_SAMPLE_US_CS_AS_2-2	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220164	Intensity	Cardiometabolic; Inflammation; Neurology; Oncology	Olink Target 96	intensity normalized	B04412	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
