source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fractionation method]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
140917_V3_P5_RN_TiO_CID_Co-L_15min_F10_CID_I	homo sapiens	Epithelial cell	not applicable	not available	enrichment of phosphorylated protein	1	140917_V3_P5_RN_TiO_CID_Co-L_15min_F10_CID_I	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	140917_V3_P5_RN_TiO_CID_Co-L_15min_F10_CID_I.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002776/140917_V3_P5_RN_TiO_CID_Co-L_15min_F10_CID_I.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
140805_V3_P5_TiO_F10_Co-L_2h_CID_II	homo sapiens	Epithelial cell	not applicable	not available	enrichment of phosphorylated protein	1	140805_V3_P5_TiO_F10_Co-L_2h_CID_II	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	140805_V3_P5_TiO_F10_Co-L_2h_CID_II.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002776/140805_V3_P5_TiO_F10_Co-L_2h_CID_II.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
140716_V3_P5_Co-H_2h_3	homo sapiens	Epithelial cell	not applicable	not available	enrichment of phosphorylated protein	3	140716_V3_P5_Co-H_2h_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	140716_V3_P5_Co-H_2h_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002776/140716_V3_P5_Co-H_2h_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
140805_V3_P5_TiO_F10_Co-H_22h_CID_II	homo sapiens	Epithelial cell	not applicable	not available	enrichment of phosphorylated protein	1	140805_V3_P5_TiO_F10_Co-H_22h_CID_II	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	140805_V3_P5_TiO_F10_Co-H_22h_CID_II.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002776/140805_V3_P5_TiO_F10_Co-H_22h_CID_II.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
140916_V3_P5_RN_TiO_CID_Co-H_2h_F10_CID_I	homo sapiens	Epithelial cell	not applicable	not available	enrichment of phosphorylated protein	1	140916_V3_P5_RN_TiO_CID_Co-H_2h_F10_CID_I	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	140916_V3_P5_RN_TiO_CID_Co-H_2h_F10_CID_I.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002776/140916_V3_P5_RN_TiO_CID_Co-H_2h_F10_CID_I.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
140826_V3_P5_RN_TiO_HCD-Inc_Co-H_2h_F2	homo sapiens	Epithelial cell	not applicable	not available	enrichment of phosphorylated protein	1	140826_V3_P5_RN_TiO_HCD-Inc_Co-H_2h_F2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	2	1	140826_V3_P5_RN_TiO_HCD-Inc_Co-H_2h_F2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002776/140826_V3_P5_RN_TiO_HCD-Inc_Co-H_2h_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
140805_V3_P5_TiO_F12_Co-L_15m_CID_II	homo sapiens	Epithelial cell	not applicable	not available	enrichment of phosphorylated protein	1	140805_V3_P5_TiO_F12_Co-L_15m_CID_II	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	140805_V3_P5_TiO_F12_Co-L_15m_CID_II.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002776/140805_V3_P5_TiO_F12_Co-L_15m_CID_II.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
140728_V3_P5_TiO_F1_Co-L_22h_CID_II	homo sapiens	Epithelial cell	not applicable	not available	enrichment of phosphorylated protein	1	140728_V3_P5_TiO_F1_Co-L_22h_CID_II	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	140728_V3_P5_TiO_F1_Co-L_22h_CID_II.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002776/140728_V3_P5_TiO_F1_Co-L_22h_CID_II.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
140530_V3_P5_TiO_F7_Co-L_2h_CID_I	homo sapiens	Epithelial cell	not applicable	not available	enrichment of phosphorylated protein	1	140530_V3_P5_TiO_F7_Co-L_2h_CID_I	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	140530_V3_P5_TiO_F7_Co-L_2h_CID_I.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002776/140530_V3_P5_TiO_F7_Co-L_2h_CID_I.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
140526_V3_P5_TiO_F1_Co-H_2h_CID_I	homo sapiens	Epithelial cell	not applicable	not available	enrichment of phosphorylated protein	1	140526_V3_P5_TiO_F1_Co-H_2h_CID_I	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	140526_V3_P5_TiO_F1_Co-H_2h_CID_I.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002776/140526_V3_P5_TiO_F1_Co-H_2h_CID_I.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
140530_V3_P5_TiO_F4_Co-L_2h_CID_I	homo sapiens	Epithelial cell	not applicable	not available	enrichment of phosphorylated protein	1	140530_V3_P5_TiO_F4_Co-L_2h_CID_I	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	140530_V3_P5_TiO_F4_Co-L_2h_CID_I.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002776/140530_V3_P5_TiO_F4_Co-L_2h_CID_I.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
141004_V3_P5_RN_TiO_HCD_Co-H_2h_F7	homo sapiens	Epithelial cell	not applicable	not available	enrichment of phosphorylated protein	1	141004_V3_P5_RN_TiO_HCD_Co-H_2h_F7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	7	1	141004_V3_P5_RN_TiO_HCD_Co-H_2h_F7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002776/141004_V3_P5_RN_TiO_HCD_Co-H_2h_F7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
140829_V3_P5_RN_TiO_HCD-Inc_Co-L_15min_F10	homo sapiens	Epithelial cell	not applicable	not available	enrichment of phosphorylated protein	1	140829_V3_P5_RN_TiO_HCD-Inc_Co-L_15min_F10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	10	1	140829_V3_P5_RN_TiO_HCD-Inc_Co-L_15min_F10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002776/140829_V3_P5_RN_TiO_HCD-Inc_Co-L_15min_F10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
141011_V3_P5_RN_TiO_HCD_Co-H_15min_F6	homo sapiens	Epithelial cell	not applicable	not available	enrichment of phosphorylated protein	1	141011_V3_P5_RN_TiO_HCD_Co-H_15min_F6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	6	1	141011_V3_P5_RN_TiO_HCD_Co-H_15min_F6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002776/141011_V3_P5_RN_TiO_HCD_Co-H_15min_F6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
140530_V3_P5_TiO_F5_Co-H_2h_CID_I	homo sapiens	Epithelial cell	not applicable	not available	enrichment of phosphorylated protein	1	140530_V3_P5_TiO_F5_Co-H_2h_CID_I	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	140530_V3_P5_TiO_F5_Co-H_2h_CID_I.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002776/140530_V3_P5_TiO_F5_Co-H_2h_CID_I.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
140526_V3_P5_TiO_F6_Co-L_22h_CID_I	homo sapiens	Epithelial cell	not applicable	not available	enrichment of phosphorylated protein	1	140526_V3_P5_TiO_F6_Co-L_22h_CID_I	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	140526_V3_P5_TiO_F6_Co-L_22h_CID_I.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002776/140526_V3_P5_TiO_F6_Co-L_22h_CID_I.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
140917_V3_P5_RN_TiO_CID_Co-H_15min_F11_CID_II	homo sapiens	Epithelial cell	not applicable	not available	enrichment of phosphorylated protein	1	140917_V3_P5_RN_TiO_CID_Co-H_15min_F11_CID_II	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	140917_V3_P5_RN_TiO_CID_Co-H_15min_F11_CID_II.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002776/140917_V3_P5_RN_TiO_CID_Co-H_15min_F11_CID_II.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
140526_V3_P5_TiO_F11_Co-H_22h_CID_I	homo sapiens	Epithelial cell	not applicable	not available	enrichment of phosphorylated protein	1	140526_V3_P5_TiO_F11_Co-H_22h_CID_I	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	140526_V3_P5_TiO_F11_Co-H_22h_CID_I.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002776/140526_V3_P5_TiO_F11_Co-H_22h_CID_I.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
140516_V3_P5_JMO_Phosphoexp-2-4_15-5_I_140517030709	homo sapiens	Epithelial cell	not applicable	not available	enrichment of phosphorylated protein	1	140516_V3_P5_JMO_Phosphoexp-2-4_15-5_I_140517030709	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	140516_V3_P5_JMO_Phosphoexp-2-4_15-5_I_140517030709.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002776/140516_V3_P5_JMO_Phosphoexp-2-4_15-5_I_140517030709.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
140826_V3_P5_RN_TiO_HCD-Inc_Co-H_2h_F8	homo sapiens	Epithelial cell	not applicable	not available	enrichment of phosphorylated protein	1	140826_V3_P5_RN_TiO_HCD-Inc_Co-H_2h_F8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	8	1	140826_V3_P5_RN_TiO_HCD-Inc_Co-H_2h_F8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002776/140826_V3_P5_RN_TiO_HCD-Inc_Co-H_2h_F8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
140728_V3_P5_TiO_F4_Co-H_2h_CID_II	homo sapiens	Epithelial cell	not applicable	not available	enrichment of phosphorylated protein	1	140728_V3_P5_TiO_F4_Co-H_2h_CID_II	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	140728_V3_P5_TiO_F4_Co-H_2h_CID_II.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002776/140728_V3_P5_TiO_F4_Co-H_2h_CID_II.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
140930_V3_P5_RN_pY_CID_Co-H_2h2_8uL	homo sapiens	Epithelial cell	not applicable	not available	enrichment of phosphorylated protein	1	140930_V3_P5_RN_pY_CID_Co-H_2h2_8uL	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	140930_V3_P5_RN_pY_CID_Co-H_2h2_8uL.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002776/140930_V3_P5_RN_pY_CID_Co-H_2h2_8uL.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
140927_V3_P5_RN_TiO_HCD_Co-L_2h2_F7	homo sapiens	Epithelial cell	not applicable	not available	enrichment of phosphorylated protein	1	140927_V3_P5_RN_TiO_HCD_Co-L_2h2_F7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	sds page	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	7	1	140927_V3_P5_RN_TiO_HCD_Co-L_2h2_F7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002776/140927_V3_P5_RN_TiO_HCD_Co-L_2h2_F7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
