accession	verdict	suggested_organism_part	suggested_cell_type	reason	organism_group	repo_source	fetch_status	repo_organism_parts	repo_organisms	text_tissue_hints	sdrf_organism_part	sdrf_organism	sdrf_cell_type	title	pubmed	repo_url
PXD054353	recoverable_organism_part	heart		structured organism part in repository metadata	multicellular	PRIDE	ok	Heart|BTO:0000562; heart|BTO:0000562	Homo sapiens (human)		not available	Homo sapiens		Phospho-proteome of vascular smooth muscle cells derived from abdominal aortic aneurysm patients	39206541	https://www.ebi.ac.uk/pride/archive/projects/PXD054353
PXD054387	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Bacteria; Amycolatopsis balhimycina		not applicable	Amycolatopsis balhimycina	not applicable	Elucidation of the substrate specificity of the ABC transporter Tba uncovers an unsuspected role in the biosynthesis of glycopeptide antibiotics	40171492	https://www.ebi.ac.uk/pride/archive/projects/PXD054387
PXD054402	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Mus musculus (mouse)		not available	Mus musculus		LC-MS3 analysis of Herc1-knockout mouse MLL/AF9 acute myeloid leukemia cells	39093953	https://www.ebi.ac.uk/pride/archive/projects/PXD054402
PXD054415	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Desulfovibrio vulgaris str. hildenborough; Escherichia phage m13; Thermus thermophilus; Bacteria; Stenotrophomonas maltophilia; Enterobacteria phage es18; Salmonella phage p22; Nitrosospira multiformis; Anthracocystis tumefaciens; Alteromonas macleodii; Unclassified pseudomonas fluorescens group; Archaea; Salmonella typhimurium (strain lt2 / sgsc1412 / atcc 700720); Paracoccus denitrificans; Pseudomonas denitrificans (nom. rej.); Roseobacter; Cupriavidus metallidurans; Chlamydomonas reinhardtii; Nitrososphaera viennensis; Enterobacteria phage f2; Nitrosomonas ureae; Chromobacterium violaceum; Escherichia coli; Pseudomonas cf. pseudoalcaligenes; Rhizobium leguminosarum; Unclassified bacillus subtilis group; Staphylococcus aureus; Paraburkholderia xenovorans		not applicable	Nitrosomonas ureae	not applicable	Data-Independent Acquisition Mass Spectrometry as a Tool for Metaproteomics: Interlaboratory Comparison Using a Model Microbiome	39345414	https://www.ebi.ac.uk/pride/archive/projects/PXD054415
PXD054556	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		Ubiquitination analysis of OTUD5		https://www.ebi.ac.uk/pride/archive/projects/PXD054556
PXD054559	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		Achieving a 35plex Tandem Mass Tag Reagent Set Through Deuterium Incorporation		https://www.ebi.ac.uk/pride/archive/projects/PXD054559
PXD054591	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Escherichia coli		not applicable	marine metagenome	not applicable	marine microbial metaproteome after after algal organic matter amendment		https://www.ebi.ac.uk/pride/archive/projects/PXD054591
PXD054602	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Escherichia coli	roots	not available	Escherichia coli	not applicable	Influence of seagrass decline on the metabolic profile of sediment microbial communities	40696421	https://www.ebi.ac.uk/pride/archive/projects/PXD054602
PXD054636	map_to_cell_type		Endothelial cell of coronary artery; Cell culture	repository organism part is a cell type (CL/BTO cell)	multicellular	PRIDE	ok	Endothelial cell of coronary artery|CL:2000018; Cell culture|BTO:0000214; cell culture|BTO:0000214; endothelial cell of coronary artery|CL:2000018	Homo sapiens (human)		not available	Homo sapiens	endothelial cell of coronary artery	Phosphoproteome analysis of BRK1-stimulated endothelial cells		https://www.ebi.ac.uk/pride/archive/projects/PXD054636
PXD054637	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		SILAC proteomics on MG132-induced nuclear aggregates	39690241	https://www.ebi.ac.uk/pride/archive/projects/PXD054637
PXD054675	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		RNA Polymerase II interactome in presence or absence of SCAF1 in U2OS-SCAF1-AID cells	39698826	https://www.ebi.ac.uk/pride/archive/projects/PXD054675
PXD054681	possible_from_text	lung; seeds		no structured organism part; title/description/keywords mention tissue	multicellular	PRIDE	ok		Homo sapiens (human)	lung; seeds	not available	Homo sapiens		Deciphering Bhallataka Taila's Anticancer Potential in Lung Cancer Cells: Insights from a Proteomic Analysis		https://www.ebi.ac.uk/pride/archive/projects/PXD054681
PXD054683	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Candida albicans (yeast)		not available	Candida albicans		Functional properties of Candida albicans extracellular vesicles released in the presence of the antifungal drugs amphotericin B, fluconazole and caspofungin		https://www.ebi.ac.uk/pride/archive/projects/PXD054683
PXD054708	possible_from_text	pancreatic		no structured organism part; title/description/keywords mention tissue	multicellular	PRIDE	ok		Mus musculus (mouse)	pancreatic	not available	Mus musculus		Phosphoproteomics analysis of TAMs with NEK2 overexpression	40397754	https://www.ebi.ac.uk/pride/archive/projects/PXD054708
PXD054712	recoverable_organism_part	heart; Heart ventricle wall		structured organism part in repository metadata	multicellular	PRIDE	ok	Heart|BTO:0000562; Heart ventricle wall|UBERON:0004784; heart|BTO:0000562; heart ventricle wall|UBERON:0004784	Mus musculus (mouse)	heart	not available	Mus musculus		Proteome analysis of the infarct border zone after BRK1 protein therapy		https://www.ebi.ac.uk/pride/archive/projects/PXD054712
PXD054728	map_to_cell_type		Permanent cell line cell; Cell culture	repository organism part is a cell type (CL/BTO cell)	multicellular	PRIDE	ok	Permanent cell line cell|CL:0000002; Cell culture|BTO:0000214; cell culture|BTO:0000214; permanent cell line cell|CL:0000002	Homo sapiens (human)		not applicable	Homo sapiens	not applicable	Cross-linking mass spectrometry of purified human endosomes		https://www.ebi.ac.uk/pride/archive/projects/PXD054728
PXD054755	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Salmonella phage sfp10		not available	Salmonella phage sfp10		Enhancing phage therapy by coating single bacteriophage-infected bacteria with polymer to preserve phage vitality		https://www.ebi.ac.uk/pride/archive/projects/PXD054755
PXD054757	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not applicable	Homo sapiens	not applicable	Cross-linking mass spectrometry analysis of human BCL7A and BAF47 in presence and absence of nucleosome		https://www.ebi.ac.uk/pride/archive/projects/PXD054757
PXD054804	possible_from_text	breast		no structured organism part; title/description/keywords mention tissue	multicellular	PRIDE	ok		Homo sapiens (human)	breast	not available	Homo sapiens		TCR-engineered T-cells directed against Ropporin-1 constitute a safe and effective treatment for triple-negative breast cancer in near-clinical models	39172012	https://www.ebi.ac.uk/pride/archive/projects/PXD054804
PXD054826	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae; Saccharomyces cerevisiae (baker's yeast)		Not available	Saccharomyces cerevisiae		WT and N88S seipin-expressing cells proteomic profilling		https://www.ebi.ac.uk/pride/archive/projects/PXD054826
PXD054875	map_to_cell_type		Cell culture; Primary cell	repository organism part is a cell type (CL/BTO cell)	multicellular	PRIDE	ok	Cell culture|BTO:0000214; Primary cell|BTO:0001413; cell culture|BTO:0000214; primary cell|BTO:0001413	Homo sapiens (human); Mus musculus (mouse)		not applicable	homo sapiens	not applicable	Lipid- and protein-directed photosensitizer proximity labeling captures the cholesterol interactome		https://www.ebi.ac.uk/pride/archive/projects/PXD054875
PXD054967	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		DMXL1 interaction proteomics from U2OS cells		https://www.ebi.ac.uk/pride/archive/projects/PXD054967
PXD054973	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		Cross-linking mass spectrometry of DMXL1-mNG immunoprecipitated complex		https://www.ebi.ac.uk/pride/archive/projects/PXD054973
PXD054975	stay_not_available			repository has no organism part and no tissue wording in title/description	other	PRIDE	ok		Haematococcus lacustris		not available	Haematococcus lacustris		Proteomics and phosphoproteomics analysis of Haematococcus pluvialis: An improved method to generate and interpret proteomics and phosphoproteomics data of a non-model species		https://www.ebi.ac.uk/pride/archive/projects/PXD054975
PXD054993	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Escherichia coli		not available	Escherichia coli		Expanding the biotechnological scope of metabolic sensors through computational-aided designs		https://www.ebi.ac.uk/pride/archive/projects/PXD054993
PXD055009	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		Intrinsically Disordered Regions in Chromodomain Helicase DNA-binding (CHD) Proteins Shape Distinct Protein Interaction Networks	40372282	https://www.ebi.ac.uk/pride/archive/projects/PXD055009
PXD055054	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human); Bos taurus (bovine)		not available	Homo sapiens		Autonomous Dissociation-type Selection for Glycoproteomics using a Real-Time Library Search		https://www.ebi.ac.uk/pride/archive/projects/PXD055054
PXD055073	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)	saliva; stomach; colorectal	not available	Saccharomyces cerevisiae		Characteristics of two Saccharomyces cerevisiae strains and their extracellular vesicles as new candidates for probiotics.		https://www.ebi.ac.uk/pride/archive/projects/PXD055073
PXD055129	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		Proteomic profiling of UV damage repair patches		https://www.ebi.ac.uk/pride/archive/projects/PXD055129
PXD055204	recoverable_organism_part	feces		structured organism part in repository metadata	host_plus_microbe	PRIDE	ok	Feces|BTO:0000440; feces|BTO:0000440	Human gut metagenome; Homo sapiens (human)		not applicable	human gut metagenome		Fecal metaproteomics of ketogenic diet - case study		https://www.ebi.ac.uk/pride/archive/projects/PXD055204
PXD055228	map_to_cell_type		Mesenchymal cell	repository organism part is a cell type (CL/BTO cell)	multicellular	PRIDE	ok	Mesenchymal cell|CL:0000134; mesenchymal cell|CL:0000134	Mus musculus (mouse)	cardiac; heart	not available	Mus musculus	mesenchymal cell	GPC3-mediated metabolic rewiring of diabetic mesenchymal stromal cells enhances their cardioprotective functions via pyruvate kinase M2 activation		https://www.ebi.ac.uk/pride/archive/projects/PXD055228
PXD055302	review_mixed	heart	Progenitor cell; Primary cell	repository mixes anatomy with cell type/culture; do not copy blindly	multicellular	PRIDE	ok	Progenitor cell|CL:0011026; Primary cell|BTO:0001413; Heart|BTO:0000562; progenitor cell|CL:0011026; primary cell|BTO:0001413; heart|BTO:0000562	Homo sapiens (human)	heart	not available	Homo sapiens		BMP9 Secretome of hHiPC LC-MS/MS	39430425	https://www.ebi.ac.uk/pride/archive/projects/PXD055302
PXD055352	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Schizosaccharomyces pombe 927		not available	Schizosaccharomyces pombe		Analysis of limited proteolysis-coupled mass spectrometry data		https://www.ebi.ac.uk/pride/archive/projects/PXD055352
PXD055378	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Komagataella pastoris (strain gs115 / atcc 20864) (yeast) (pichia pastoris)		not available	Komagataella pastoris		Characterizing heterologous protein burden in Komagataella phaffii	39971732	https://www.ebi.ac.uk/pride/archive/projects/PXD055378
PXD055382	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Komagataella pastoris (strain gs115 / atcc 20864) (yeast) (pichia pastoris)		not available	Komagataella pastoris		Characterizing heterologous protein burden in Komagataella phaffii	39971732	https://www.ebi.ac.uk/pride/archive/projects/PXD055382
PXD055395	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Phocaeicola vulgatus; Segatella copri; Parabacteroides merdae; Bacteroides uniformis; Clostridium sporogenes; Bacteroides thetaiotaomicron; Bacteria; Lactobacillus acidophilus; Ruminococcus gnavus; [clostridium] saccharolyticum; Lactobacillus gasseri; Escherichia coli; Collinsella aerofaciens; Clostridioides difficile; Klebsiella aerogenes; Agathobacter rectalis		not applicable	Bacteroides uniformis	not applicable	"Kamrad et al Interspecies interactions drive proteome reorganization and emergent metabolism in gut bacteria"""		https://www.ebi.ac.uk/pride/archive/projects/PXD055395
PXD055401	recoverable_organism_part	blood; blood serum		structured organism part in repository metadata	multicellular	PRIDE	ok	Blood|BTO:0000089; Blood serum|BTO:0000133; blood serum|BTO:0000133; blood|BTO:0000089	Sus scrofa domesticus (domestic pig)	cardiac; adrenal; plasma; heart	not available	Sus scrofa		Pharmacological inhibition of the glucocorticoid regenerating enzyme 11ßhydroxysteroid dehydrogenase type 1 after myocardial infarction preserves cardiac function in a translational pig model	41456844	https://www.ebi.ac.uk/pride/archive/projects/PXD055401
PXD055413	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		Phosphorylation regulates the chromatin remodeler SMARCAD1 in nucleosome binding, ATP hydrolysis, and histone exchange	39424143	https://www.ebi.ac.uk/pride/archive/projects/PXD055413
PXD055450	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		Phosphorylation regulates the chromatin remodeler SMARCAD1 in nucleosome binding, ATP hydrolysis, and histone exchange	39424143	https://www.ebi.ac.uk/pride/archive/projects/PXD055450
PXD055475	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Escherichia coli; Bacteria		not applicable	Escherichia coli	not applicable	A dual-mechanism antimicrobial peptide with antimutagenic activity targets the replisome and induces cell envelope stress		https://www.ebi.ac.uk/pride/archive/projects/PXD055475
PXD055501	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Komagataella phaffii		not available	Komagataella phaffii		Impact of oxygen availability on the organelle-specific redox potentials and stress in recombinant protein producing Komagataella phaffii		https://www.ebi.ac.uk/pride/archive/projects/PXD055501
PXD055505	recoverable_organism_part	spleen; liver; lung; kidney; brain; heart; Intestine; blood plasma		structured organism part in repository metadata	multicellular	PRIDE	ok	Spleen|BTO:0001281; Liver|BTO:0000759; Lung|BTO:0000763; Kidney|BTO:0000671; Brain|BTO:0000142; Heart|BTO:0000562; Intestine|BTO:0000648; Blood plasma|BTO:0000131; kidney|BTO:0000671; brain|BTO:0000142; spleen|BTO:0001281; heart|BTO:0000562; liver|BTO:0000759; intestine|BTO:0000648; blood plasma|BTO:0000131; lung|BTO:0000763	Mus musculus (mouse)	brain; plasma; heart	not available	Mus musculus		The exploration of brain-body interactions of brain injury reveals organ-specific and diverse signatures	40761293	https://www.ebi.ac.uk/pride/archive/projects/PXD055505
PXD055516	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human); Mus musculus (mouse)		not available	Homo sapiens		Proteomic analysis of isolated nerve terminals from NaV1.9 knockout mice reveals pathways relevant for pain signaling	40719881	https://www.ebi.ac.uk/pride/archive/projects/PXD055516
PXD055560	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Mycobacterium abscessus; Bacteria	pulmonary	not applicable	Mycobacteroides abscessus	not applicable	Cyclophostin and Cyclipostins analogues counteract macrolide-induced resistance mediated by Erm(41) in Mycobacterium abscessus	39623375	https://www.ebi.ac.uk/pride/archive/projects/PXD055560
PXD055585	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)		not available	Saccharomyces cerevisiae		Identifying the proteome and phosphoproteome regulated by the Mck1 kinase in response to glucose starvation	40332024	https://www.ebi.ac.uk/pride/archive/projects/PXD055585
PXD055631	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		A network of interacting ciliary tip proteins with opposing activities imparts slow and processive microtubule growth		https://www.ebi.ac.uk/pride/archive/projects/PXD055631
PXD055651	map_to_cell_type		Cell culture; Fibroblast	repository organism part is a cell type (CL/BTO cell)	multicellular	PRIDE	ok	Cell culture|BTO:0000214; Fibroblast|CL:0000057; cell culture|BTO:0000214; fibroblast|CL:0000057	Mus musculus (mouse)	cardiac; heart	not available	Mus musculus		Deletion of ASPP1 in myofibroblasts alleviates myocardial fibrosis  by reducing p53 degradation	39341821	https://www.ebi.ac.uk/pride/archive/projects/PXD055651
PXD055741	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		SChLAP1 pulldown, Hargrove Lab Duke University	40500149	https://www.ebi.ac.uk/pride/archive/projects/PXD055741
PXD055767	stay_not_applicable_culture		Cell culture	repository organism part is cell culture, not anatomy	microbe_or_unicellular	PRIDE	ok	Cell culture|BTO:0000214; cell culture|BTO:0000214	Lactobacillus plantarum; Anaerostipes caccae; Thomasclavelia ramosa; Clostridium butyricum dsm 10702; Blautia producta atcc 27340 = dsm 2950; Bacteroides thetaiotaomicron; Bacteria; Bifidobacterium longum; Escherichia coli (strain k12)		not applicable	Lactiplantibacillus plantarum	not applicable	Impact of Brilliant blue FCF on Human Gut Microbiota: Structural and Functional Alterations in a Simplified Model System	40201425	https://www.ebi.ac.uk/pride/archive/projects/PXD055767
PXD055783	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)		not available	Saccharomyces cerevisiae		Analysis of limited proteolysis-coupled mass spectrometry data		https://www.ebi.ac.uk/pride/archive/projects/PXD055783
PXD055795	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Escherichia coli		not applicable	Escherichia coli	not applicable	A newly identified class of protein misfolding is observed in all-atom folding simulations and supported by experimental structural ensembles		https://www.ebi.ac.uk/pride/archive/projects/PXD055795
PXD055823	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Pseudomonas aeruginosa pa14; Bacteria	lung; spleen	not applicable	Pseudomonas aeruginosa pa14	not applicable	A proteomic approach to identify vaccine candidates based on host cell attachment provides a novel protective Pseudomonas aeruginosa vaccine antigen: cell division protein, FtsZ	39468053	https://www.ebi.ac.uk/pride/archive/projects/PXD055823
PXD055832	possible_from_text	heart		no structured organism part; title/description/keywords mention tissue	multicellular	PRIDE	ok		Homo sapiens (human)	cardiac	not available	Homo sapiens		LC-MS/MS of conditioned media from vascularized tissue with and without cardiac microtissues.	40771434	https://www.ebi.ac.uk/pride/archive/projects/PXD055832
PXD055848	possible_from_text	brain		no structured organism part; title/description/keywords mention tissue	host_plus_microbe	PRIDE	ok		Escherichia coli; Homo sapiens (human)	brain	Not available	Escherichia coli		Activation mechanism of Small Heat Shock Protein HSPB5 revealed by disease-associated mutants.		https://www.ebi.ac.uk/pride/archive/projects/PXD055848
PXD055898	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)		not available	Saccharomyces cerevisiae		Structure of a Gcn2 dimer in complex with the large 60S ribosomal subunit		https://www.ebi.ac.uk/pride/archive/projects/PXD055898
PXD055903	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Staphylococcus aureus		not available	Staphylococcus aureus		Secretome of Staphylococcus aureus under drug treatment		https://www.ebi.ac.uk/pride/archive/projects/PXD055903
PXD055914	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)		not available	Saccharomyces cerevisiae		Protein surface chemistry encodes an adaptive tolerance to desiccation		https://www.ebi.ac.uk/pride/archive/projects/PXD055914
PXD055917	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Equus caballus (horse); Homo sapiens (human); Bos taurus (bovine)		not available	Equus caballus		Selective Labeling of Tyrosine Residues in Proteins: Insights from PTAD Labeling and Tandem Mass Spectrometry Analysis		https://www.ebi.ac.uk/pride/archive/projects/PXD055917
PXD055955	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Burkholderia ambifaria; Bacteria		not applicable	Burkholderia ambifaria	not applicable	Quorum sensing and DNA methylation play active roles in clinical Burkholderia phase variation		https://www.ebi.ac.uk/pride/archive/projects/PXD055955
PXD055983	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)		not available	Saccharomyces cerevisiae		Differential protein expression in new1 knock-out yeast		https://www.ebi.ac.uk/pride/archive/projects/PXD055983
PXD055987	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Escherichia coli		not available	Escherichia coli	not available	Sustainable Utilization of Rewetted Peatlands: Drosera rotundifolia L. as a Traditional Medicinal Plant for Developing New Phytopharmaceuticals Against Biofilm-Forming Multidrug-Resistant E. coli	40124935	https://www.ebi.ac.uk/pride/archive/projects/PXD055987
PXD056008	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Arabidopsis thaliana (mouse-ear cress)		not available	Arabidopsis thaliana		Purified, recombinant MED16 protein LC-MS/MS		https://www.ebi.ac.uk/pride/archive/projects/PXD056008
PXD056021	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		Non-hydrolyzable acetyllysine analogs to study protein acetylation in vitro and in cells		https://www.ebi.ac.uk/pride/archive/projects/PXD056021
PXD056053	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		Human tRNA genes enable differential nonsense suppression in live cells  and a model of frontotemporal dementia		https://www.ebi.ac.uk/pride/archive/projects/PXD056053
PXD056079	stay_not_applicable_culture		Cell culture	repository organism part is cell culture, not anatomy	microbe_or_unicellular	PRIDE	ok	Cell culture|BTO:0000214; cell culture|BTO:0000214	Escherichia coli		not available	Escherichia coli	not available	The bacterial toxicity effect of HA on graphene	39753547	https://www.ebi.ac.uk/pride/archive/projects/PXD056079
PXD056154	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Mycobacterium phage bxb1; Bacteria		not applicable	Mycobacterium phage bxb1	not applicable	Mycobacteriophage Bxb1 Proteomics	40239650	https://www.ebi.ac.uk/pride/archive/projects/PXD056154
PXD056157	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Erysipelotrichaceae bacterium	gastric	not available	Erysipelotrichaceae bacterium		The butyrate-producing Gram-positive human gut bacterium, Hoskinsella mucinilytica, selectively targets host mucin N-acetylhexosamines	41856288	https://www.ebi.ac.uk/pride/archive/projects/PXD056157
PXD056163	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)		not available	Saccharomyces cerevisiae		The structure and function of P5A-ATPases		https://www.ebi.ac.uk/pride/archive/projects/PXD056163
PXD056168	review_mixed	spleen; liver; muscle organ; kidney; heart	Cell culture	repository mixes anatomy with cell type/culture; do not copy blindly	multicellular	PRIDE	ok	Spleen|BTO:0001281; Liver|BTO:0000759; Cell culture|BTO:0000214; Muscle|BTO:0000887; Kidney|BTO:0000671; Heart|BTO:0000562; cell culture|BTO:0000214; muscle|BTO:0000887; kidney|BTO:0000671; spleen|BTO:0001281; heart|BTO:0000562; liver|BTO:0000759	Mus musculus (mouse)	liver	not available	Mus musculus		Erk1R84H is an oncoprotein that causes hepatocellular carcinoma in mice and imposes rigorous negative feedback loop on the RTK-Ras-Raf-MEK pathway	40394416	https://www.ebi.ac.uk/pride/archive/projects/PXD056168
PXD056206	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		LC-MS/MS of SETDB1 3TD after incubation with covalent ligands	39994194	https://www.ebi.ac.uk/pride/archive/projects/PXD056206
PXD056260	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Escherichia coli		not available	Escherichia coli	not available	Role of the sarcin-ricin loop of 23S rRNA in biogenesis of the 50S ribosomal subunit	39875174	https://www.ebi.ac.uk/pride/archive/projects/PXD056260
PXD056360	possible_from_text	breast		no structured organism part; title/description/keywords mention tissue	multicellular	PRIDE	ok		Homo sapiens (human)	breast	not applicable	Homo sapiens	not applicable	Structural proteomics defines a sequential priming mechanism for the progesterone receptor (XL-MS)		https://www.ebi.ac.uk/pride/archive/projects/PXD056360
PXD056409	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		In-Depth Comparison of Reagent-Based Digestion Methods and Two Commercially Available Kits for Bottom-Up Proteomics	40124045	https://www.ebi.ac.uk/pride/archive/projects/PXD056409
PXD056426	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		Deleterious knock-outs in the HLA class I antigen processing and presentation machinery induce distinct changes in the immunopeptidome		https://www.ebi.ac.uk/pride/archive/projects/PXD056426
PXD056494	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Escherichia coli		not available	Escherichia coli	not available	A comprehensive overview to understand the dynamic R2SP complex.	41667496	https://www.ebi.ac.uk/pride/archive/projects/PXD056494
PXD056505	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		Widespread cancer relevant splicing events driven by the pRb-E2F pathway	41614303	https://www.ebi.ac.uk/pride/archive/projects/PXD056505
PXD056526	stay_not_applicable_culture		Cell culture	repository organism part is cell culture, not anatomy	microbe_or_unicellular	PRIDE	ok	Cell culture|BTO:0000214; cell culture|BTO:0000214	Escherichia coli		not available	Escherichia coli	not available	Chemoproteomic identification of a phosphohistidine acceptor: Insights into posttranslational regulation of glycolysis	40201162	https://www.ebi.ac.uk/pride/archive/projects/PXD056526
PXD056548	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Bifidobacterium pseudolongum subsp. globosum dsm 20092; Bacteria		not applicable	Bifidobacterium pseudolongum subsp. globosum DSM 20092	not applicable	Bifidobacterial genes upregulated by resistant starch investigated using multi-omics have orthologs in infant gut isolates	42312184	https://www.ebi.ac.uk/pride/archive/projects/PXD056548
PXD056628	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Salmonella enterica subsp. enterica serovar typhimurium str. 14028s wu	blood	Not available	Salmonella enterica		Wild-type and single-O-antigen repeat outer-membrane vesicles induce equivalent protection against homologous and heterologous Salmonella challenge		https://www.ebi.ac.uk/pride/archive/projects/PXD056628
