source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[experiment]	factor value[biological replicate]	factor value[acquisition mode]	factor value[data format]
A20191214xiangn_30min_500ng_ml_DIA	Mus musculus	Liver	not available	not available	not available	not available	not available	1	A20191214xiangn_30min_500ng_ml_DIA	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20191214xiangn_30min_500ng_ml_DIA.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Thermo .raw
N20210715lilu_ml_30min_DIA_Slot1-4_1_6687.d	Mus musculus	Liver	not available	not available	not available	not available	not available	1	N20210715lilu_ml_30min_DIA_Slot1-4_1_6687.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20210715lilu_ml_30min_DIA_Slot1-4_1_6687.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Bruker .d (zip)
A20200324yix_ML_30min_500ng_DIA	Mus musculus	Liver	not available	not available	not available	not available	not available	1	A20200324yix_ML_30min_500ng_DIA	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200324yix_ML_30min_500ng_DIA.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Thermo .raw
G20190907lisain_QCML_SWATH_30min_1ug_1	Mus musculus	Liver	not available	not available	not available	not available	not available	1	G20190907lisain_QCML_SWATH_30min_1ug_1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	G20190907lisain_QCML_SWATH_30min_1ug_1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	SCIEX .wiff
SFHI_20200507wangxf_QCML_DIA_1ug_2	Mus musculus	Liver	not available	not available	not available	not available	not available	1	SFHI_20200507wangxf_QCML_DIA_1ug_2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	SFHI_20200507wangxf_QCML_DIA_1ug_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Thermo .raw
B20200723xiangn_ml_DIA_500ng_30min_20200724225721	Mus musculus	Liver	not available	not available	not available	not available	not available	1	B20200723xiangn_ml_DIA_500ng_30min_20200724225721	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	B20200723xiangn_ml_DIA_500ng_30min_20200724225721.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Thermo .raw
M20210113hlm_mouseliver_twocolumn_DIA_Slot1-2_1_4390.d	Mus musculus	Liver	not available	not available	not available	not available	not available	1	M20210113hlm_mouseliver_twocolumn_DIA_Slot1-2_1_4390.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	M20210113hlm_mouseliver_twocolumn_DIA_Slot1-2_1_4390.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Bruker .d (zip)
D20201119caix_ml_sw_check_ml_1	Mus musculus	Liver	not available	not available	not available	not available	not available	1	D20201119caix_ml_sw_check_ml_1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	D20201119caix_ml_sw_check_ml_1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	SCIEX .wiff
N20211103dongz_ml_30min_DIA_twocolumn_Slot1-4_1_9109.d	Mus musculus	Liver	not available	not available	not available	not available	not available	1	N20211103dongz_ml_30min_DIA_twocolumn_Slot1-4_1_9109.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20211103dongz_ml_30min_DIA_twocolumn_Slot1-4_1_9109.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Bruker .d (zip)
B20210607yix_DIA_ml_30min	Mus musculus	Liver	not available	not available	not available	not available	not available	1	B20210607yix_DIA_ml_30min	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	B20210607yix_DIA_ml_30min.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Thermo .raw
G20190909lisain_QCML_SWATH_30min_1ug_1	Mus musculus	Liver	not available	not available	not available	not available	not available	1	G20190909lisain_QCML_SWATH_30min_1ug_1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	G20190909lisain_QCML_SWATH_30min_1ug_1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	SCIEX .wiff
N20210817dongz_ml_30min_DIA_Slot1-4_1_7297.d	Mus musculus	Liver	not available	not available	not available	not available	not available	1	N20210817dongz_ml_30min_DIA_Slot1-4_1_7297.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20210817dongz_ml_30min_DIA_Slot1-4_1_7297.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Bruker .d (zip)
B20210728yix_DIA_ml_30min	Mus musculus	Liver	not available	not available	not available	not available	not available	1	B20210728yix_DIA_ml_30min	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	B20210728yix_DIA_ml_30min.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Thermo .raw
F20200314liangs_QCML_DIA_250ng_2uL	Mus musculus	Liver	not available	not available	not available	not available	not available	1	F20200314liangs_QCML_DIA_250ng_2uL	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	F20200314liangs_QCML_DIA_250ng_2uL.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Thermo .raw
F20200815_liuwei_QCML_DIA_250ng_1ul	Mus musculus	Liver	not available	not available	not available	not available	not available	1	F20200815_liuwei_QCML_DIA_250ng_1ul	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	F20200815_liuwei_QCML_DIA_250ng_1ul.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Thermo .raw
B20200813xiangn_ml_DIA_500ng_30min	Mus musculus	Liver	not available	not available	not available	not available	not available	1	B20200813xiangn_ml_DIA_500ng_30min	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	B20200813xiangn_ml_DIA_500ng_30min.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Thermo .raw
A20210606yix_ml_30min_DIA	Mus musculus	Liver	not available	not available	not available	not available	not available	1	A20210606yix_ml_30min_DIA	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20210606yix_ml_30min_DIA.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Thermo .raw
F20200706_xuezz_QCML_DIA_250ng_2ul	Mus musculus	Liver	not available	not available	not available	not available	not available	1	F20200706_xuezz_QCML_DIA_250ng_2ul	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	F20200706_xuezz_QCML_DIA_250ng_2ul.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Thermo .raw
N20210604dongzhen_ml_M_30min_DIA_Slot2-54_1_5865.d	Mus musculus	Liver	not available	not available	not available	not available	not available	1	N20210604dongzhen_ml_M_30min_DIA_Slot2-54_1_5865.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20210604dongzhen_ml_M_30min_DIA_Slot2-54_1_5865.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Bruker .d (zip)
K20201218_QCML1213_twocolumn_DIAPASEF_30min_Slot1-2_1_2812.d	Mus musculus	Liver	not available	not available	not available	not available	not available	1	K20201218_QCML1213_twocolumn_DIAPASEF_30min_Slot1-2_1_2812.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	K20201218_QCML1213_twocolumn_DIAPASEF_30min_Slot1-2_1_2812.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Bruker .d (zip)
O20220207dongzhen_FAIMS_QCML_DIA_30min_42V_62V_washFAMIS	Mus musculus	Liver	not available	not available	not available	not available	not available	1	O20220207dongzhen_FAIMS_QCML_DIA_30min_42V_62V_washFAMIS	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	O20220207dongzhen_FAIMS_QCML_DIA_30min_42V_62V_washFAMIS.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Thermo .raw
M20210317lisainan_mouseliver_NQC_DIA_twocolumn_Slot1-2_1_5679.d	Mus musculus	Liver	not available	not available	not available	not available	not available	1	M20210317lisainan_mouseliver_NQC_DIA_twocolumn_Slot1-2_1_5679.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	M20210317lisainan_mouseliver_NQC_DIA_twocolumn_Slot1-2_1_5679.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Bruker .d (zip)
B20200611xiangn_ml_DIA_500ng_30min	Mus musculus	Liver	not available	not available	not available	not available	not available	1	B20200611xiangn_ml_DIA_500ng_30min	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	B20200611xiangn_ml_DIA_500ng_30min.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Thermo .raw
SFHI_20200726wangxf_QCML_DIA_1ug_1	Mus musculus	Liver	not available	not available	not available	not available	not available	1	SFHI_20200726wangxf_QCML_DIA_1ug_1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	SFHI_20200726wangxf_QCML_DIA_1ug_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Thermo .raw
B20210818yix_DIA_ml_30min_oldcolumn	Mus musculus	Liver	not available	not available	not available	not available	not available	1	B20210818yix_DIA_ml_30min_oldcolumn	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	B20210818yix_DIA_ml_30min_oldcolumn.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Thermo .raw
CAB20220315caix_gaojie_FAIMS_48v68v_gas4_ML_30min_DIA	Mus musculus	Liver	not available	not available	not available	not available	not available	1	CAB20220315caix_gaojie_FAIMS_48v68v_gas4_ML_30min_DIA	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAB20220315caix_gaojie_FAIMS_48v68v_gas4_ML_30min_DIA.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Thermo .raw
M20210325lisainan_mouseliver_twocolumn_DIA_Slot1-2_1_5817.d	Mus musculus	Liver	not available	not available	not available	not available	not available	1	M20210325lisainan_mouseliver_twocolumn_DIA_Slot1-2_1_5817.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	M20210325lisainan_mouseliver_twocolumn_DIA_Slot1-2_1_5817.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Bruker .d (zip)
K20210104yujing_QCML1231_twocolumn_DIAPASEF_30min_Slot1-9_1_3148.d	Mus musculus	Liver	not available	not available	not available	not available	not available	1	K20210104yujing_QCML1231_twocolumn_DIAPASEF_30min_Slot1-9_1_3148.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	K20210104yujing_QCML1231_twocolumn_DIAPASEF_30min_Slot1-9_1_3148.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Bruker .d (zip)
N20210804jiangwh_ml_30min_DIA_Slot1-4_1_7022.d	Mus musculus	Liver	not available	not available	not available	not available	not available	1	N20210804jiangwh_ml_30min_DIA_Slot1-4_1_7022.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20210804jiangwh_ml_30min_DIA_Slot1-4_1_7022.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Bruker .d (zip)
O20220518yujing_FAIMS_QCML0518_DIA_30min_42V_62V_newcolumn_5	Mus musculus	Liver	not available	not available	not available	not available	not available	1	O20220518yujing_FAIMS_QCML0518_DIA_30min_42V_62V_newcolumn_5	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	O20220518yujing_FAIMS_QCML0518_DIA_30min_42V_62V_newcolumn_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Thermo .raw
F20200817_liuwei_QCML_DIA_250ng_1ul	Mus musculus	Liver	not available	not available	not available	not available	not available	1	F20200817_liuwei_QCML_DIA_250ng_1ul	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	F20200817_liuwei_QCML_DIA_250ng_1ul.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Thermo .raw
G20200117gewg_QCML_SWATH_1ug_1	Mus musculus	Liver	not available	not available	not available	not available	not available	1	G20200117gewg_QCML_SWATH_1ug_1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	G20200117gewg_QCML_SWATH_1ug_1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	SCIEX .wiff
B20210629yix_DIA_ml_30min	Mus musculus	Liver	not available	not available	not available	not available	not available	1	B20210629yix_DIA_ml_30min	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	B20210629yix_DIA_ml_30min.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Thermo .raw
O20211111yujing_withFAIMS_QCML_DIA2	Mus musculus	Liver	not available	not available	not available	not available	not available	1	O20211111yujing_withFAIMS_QCML_DIA2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	O20211111yujing_withFAIMS_QCML_DIA2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Thermo .raw
B20210828yix_DIA_ml_30min_7	Mus musculus	Liver	not available	not available	not available	not available	not available	1	B20210828yix_DIA_ml_30min_7	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	B20210828yix_DIA_ml_30min_7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Thermo .raw
