source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[instrument]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fragment mass tolerance]	comment[collision energy]	comment[fractionation method]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
PROCAL_P035224_BD2_S00_A00_R2	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	PROCAL_P035224_BD2_S00_A00_R2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=q exactive hf-x;AC=MS:1002877	NT=q exactive hf;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.4 Da	55% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PROCAL_P035224_BD2_S00_A00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD015087/PROCAL_P035224_BD2_S00_A00_R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
Plasma_P035285_BC2_S00_A00_R1	homo sapiens	blood plasma	not applicable	not available	enrichment of phosphorylated protein	1	Plasma_P035285_BC2_S00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=q exactive hf-x;AC=MS:1002877	NT=q exactive hf;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.4 Da	55% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	Plasma_P035285_BC2_S00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD015087/Plasma_P035285_BC2_S00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	blood plasma
03352_GF4_TMT11_Nano_15min_MS2_S00_RP27_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	03352_GF4_TMT11_Nano_15min_MS2_S00_RP27_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=q exactive hf-x;AC=MS:1002877	NT=q exactive hf;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.4 Da	55% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	03352_GF4_TMT11_Nano_15min_MS2_S00_RP27_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD015087/03352_GF4_TMT11_Nano_15min_MS2_S00_RP27_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
190622_03178_GC4_TMT11_Pancreatic_S00_RP30_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	190622_03178_GC4_TMT11_Pancreatic_S00_RP30_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=q exactive hf-x;AC=MS:1002877	NT=q exactive hf;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.4 Da	55% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	190622_03178_GC4_TMT11_Pancreatic_S00_RP30_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD015087/190622_03178_GC4_TMT11_Pancreatic_S00_RP30_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
PROCAL_P035280_BD2_S00_A00_R3	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	PROCAL_P035280_BD2_S00_A00_R3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=q exactive hf-x;AC=MS:1002877	NT=q exactive hf;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.4 Da	55% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PROCAL_P035280_BD2_S00_A00_R3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD015087/PROCAL_P035280_BD2_S00_A00_R3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
03376_RE2_BioID_BF_LMNA_Bio3_TR1_R2	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	03376_RE2_BioID_BF_LMNA_Bio3_TR1_R2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=q exactive hf-x;AC=MS:1002877	NT=q exactive hf;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.4 Da	55% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	03376_RE2_BioID_BF_LMNA_Bio3_TR1_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD015087/03376_RE2_BioID_BF_LMNA_Bio3_TR1_R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
CSF_P035239_BC1_S00_A00_R12	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	CSF_P035239_BC1_S00_A00_R12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=q exactive hf-x;AC=MS:1002877	NT=q exactive hf;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.4 Da	55% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	CSF_P035239_BC1_S00_A00_R12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD015087/CSF_P035239_BC1_S00_A00_R12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
PROCAL_P035216_BD2_S00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	PROCAL_P035216_BD2_S00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=q exactive hf-x;AC=MS:1002877	NT=q exactive hf;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.4 Da	55% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PROCAL_P035216_BD2_S00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD015087/PROCAL_P035216_BD2_S00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
PROCAL_P035220_BD2_S00_A00_R3	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	PROCAL_P035220_BD2_S00_A00_R3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=q exactive hf-x;AC=MS:1002877	NT=q exactive hf;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.4 Da	55% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PROCAL_P035220_BD2_S00_A00_R3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD015087/PROCAL_P035220_BD2_S00_A00_R3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
Placenta_03013_RE2_S00_RP12_R1	homo sapiens	placenta	not applicable	not available	enrichment of phosphorylated protein	1	Placenta_03013_RE2_S00_RP12_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=q exactive hf-x;AC=MS:1002877	NT=q exactive hf;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.4 Da	55% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	Placenta_03013_RE2_S00_RP12_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD015087/Placenta_03013_RE2_S00_RP12_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	placenta
PROCAL_P035268_BD2_S00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	PROCAL_P035268_BD2_S00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=q exactive hf-x;AC=MS:1002877	NT=q exactive hf;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.4 Da	55% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PROCAL_P035268_BD2_S00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD015087/PROCAL_P035268_BD2_S00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
20181112_15cm_5DMSO_NHela_5ug_Top12_28Hz_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	20181112_15cm_5DMSO_NHela_5ug_Top12_28Hz_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=q exactive hf-x;AC=MS:1002877	NT=q exactive hf;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.4 Da	55% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	20181112_15cm_5DMSO_NHela_5ug_Top12_28Hz_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD015087/20181112_15cm_5DMSO_NHela_5ug_Top12_28Hz_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
03376_RD5_APMS_MEPCE_Bio1_TR3_R2	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	03376_RD5_APMS_MEPCE_Bio1_TR3_R2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=q exactive hf-x;AC=MS:1002877	NT=q exactive hf;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.4 Da	55% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	03376_RD5_APMS_MEPCE_Bio1_TR3_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD015087/03376_RD5_APMS_MEPCE_Bio1_TR3_R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
PROCAL_P035271_BD2_S00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	PROCAL_P035271_BD2_S00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=q exactive hf-x;AC=MS:1002877	NT=q exactive hf;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.4 Da	55% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PROCAL_P035271_BD2_S00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD015087/PROCAL_P035271_BD2_S00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
