source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[experiment]	factor value[group]	factor value[label class]
CAA20220602lut_Ag2_fpDIA_30min_b25_49_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAA20220602lut_Ag2_fpDIA_30min_b25_49_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20220602lut_Ag2_fpDIA_30min_b25_49_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAA20220127lut_Ag2_fpDIA_30min_b5_pool1_2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAA20220127lut_Ag2_fpDIA_30min_b5_pool1_2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20220127lut_Ag2_fpDIA_30min_b5_pool1_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAC20220319lut_Ag2_fpDIA_30min_b14_18_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAC20220319lut_Ag2_fpDIA_30min_b14_18_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAC20220319lut_Ag2_fpDIA_30min_b14_18_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAA20230217lut_aging_human_TMT_60min_b18_18	Homo sapiens	not available	not available	not available	not available	not available	not available	1	CAA20230217lut_aging_human_TMT_60min_b18_18	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230217lut_aging_human_TMT_60min_b18_18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	human	TMT
CAA20220118lut_Ag2_fpDIA_30min_b9_16_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAA20220118lut_Ag2_fpDIA_30min_b9_16_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20220118lut_Ag2_fpDIA_30min_b9_16_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
O20220201lut_Ag2_fpDIA_30min_b4_28_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	O20220201lut_Ag2_fpDIA_30min_b4_28_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	O20220201lut_Ag2_fpDIA_30min_b4_28_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAC20230112lut_aging_human_TMT_60min_b4_21	Homo sapiens	not available	not available	not available	not available	not available	not available	1	CAC20230112lut_aging_human_TMT_60min_b4_21	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAC20230112lut_aging_human_TMT_60min_b4_21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	human	TMT
CAA20220403lut_Ag2_fpDIA_30min_b21_7_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAA20220403lut_Ag2_fpDIA_30min_b21_7_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	CAA20220403lut_Ag2_fpDIA_30min_b21_7_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAC20220208lut_Ag1_fpDIA_30min_b33_25_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAC20220208lut_Ag1_fpDIA_30min_b33_25_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAC20220208lut_Ag1_fpDIA_30min_b33_25_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAC20220131lut_Ag2_fpDIA_30min_b6_11_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAC20220131lut_Ag2_fpDIA_30min_b6_11_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAC20220131lut_Ag2_fpDIA_30min_b6_11_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAA20220602lut_Ag2_fpDIA_30min_b25_9_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAA20220602lut_Ag2_fpDIA_30min_b25_9_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20220602lut_Ag2_fpDIA_30min_b25_9_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
N20240304xieyt_Aging_90min_DIA_phosphoproteome_Ag1_b19_21_Slot2-4_1_25864.d	Mus musculus	not available	not available	not available	not available	not available	not available	1	N20240304xieyt_Aging_90min_DIA_phosphoproteome_Ag1_b19_21_Slot2-4_1_25864.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240304xieyt_Aging_90min_DIA_phosphoproteome_Ag1_b19_21_Slot2-4_1_25864.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	phosphoproteome DIA (Bruker)	DIA
CAB20220124lut_Ag1_fpDIA_30min_b12_19_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAB20220124lut_Ag1_fpDIA_30min_b12_19_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAB20220124lut_Ag1_fpDIA_30min_b12_19_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAB20220607lut_Ag2_fpDIA_30min_B15_2_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAB20220607lut_Ag2_fpDIA_30min_B15_2_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	CAB20220607lut_Ag2_fpDIA_30min_B15_2_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAB20220405lut_Ag2_fpDIA_30min_b22_50_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAB20220405lut_Ag2_fpDIA_30min_b22_50_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	CAB20220405lut_Ag2_fpDIA_30min_b22_50_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAA20220112lut_Ag2_fpDIA_30min_b10_41_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAA20220112lut_Ag2_fpDIA_30min_b10_41_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	CAA20220112lut_Ag2_fpDIA_30min_b10_41_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAC20230206lut_aging_human_TMT_60min_b15_22	Homo sapiens	not available	not available	not available	not available	not available	not available	1	CAC20230206lut_aging_human_TMT_60min_b15_22	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAC20230206lut_aging_human_TMT_60min_b15_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	human	TMT
CAB20220616lut_Ag1_fpDIA_30min_b25_22_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAB20220616lut_Ag1_fpDIA_30min_b25_22_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	CAB20220616lut_Ag1_fpDIA_30min_b25_22_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAb24220602lut_Ag2_fpDIA_30min_b24_43_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAb24220602lut_Ag2_fpDIA_30min_b24_43_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAb24220602lut_Ag2_fpDIA_30min_b24_43_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAB20230201lut_aging_human_TMT_60min_b26_14	Homo sapiens	not available	not available	not available	not available	not available	not available	1	CAB20230201lut_aging_human_TMT_60min_b26_14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAB20230201lut_aging_human_TMT_60min_b26_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	human	TMT
CAC20220216lut_Ag1_fpDIA_30min_b28_15_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAC20220216lut_Ag1_fpDIA_30min_b28_15_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	CAC20220216lut_Ag1_fpDIA_30min_b28_15_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAC20211213lut_Ag1_fpDIA_30min_b40_9_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAC20211213lut_Ag1_fpDIA_30min_b40_9_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	CAC20211213lut_Ag1_fpDIA_30min_b40_9_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAB20220213lut_Ag1_fpDIA_30min_b10_2_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAB20220213lut_Ag1_fpDIA_30min_b10_2_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	CAB20220213lut_Ag1_fpDIA_30min_b10_2_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAB20230219lut_aging_human_TMT_60min_b20_18	Homo sapiens	not available	not available	not available	not available	not available	not available	1	CAB20230219lut_aging_human_TMT_60min_b20_18	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAB20230219lut_aging_human_TMT_60min_b20_18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	human	TMT
CAC20220129lut_Ag1_fpDIA_30min_b27_29_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAC20220129lut_Ag1_fpDIA_30min_b27_29_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAC20220129lut_Ag1_fpDIA_30min_b27_29_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAA20220212lut_Ag1_fpDIA_30min_b6_27_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAA20220212lut_Ag1_fpDIA_30min_b6_27_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20220212lut_Ag1_fpDIA_30min_b6_27_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAB20220130lut_Ag1_fpDIA_30min_b36_15_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAB20220130lut_Ag1_fpDIA_30min_b36_15_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	CAB20220130lut_Ag1_fpDIA_30min_b36_15_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAB20230221lut_aging_human_TMT_60min_b8_11	Homo sapiens	not available	not available	not available	not available	not available	not available	1	CAB20230221lut_aging_human_TMT_60min_b8_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAB20230221lut_aging_human_TMT_60min_b8_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	human	TMT
CAB20220130lut_Ag1_fpDIA_30min_b36_8_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAB20220130lut_Ag1_fpDIA_30min_b36_8_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAB20220130lut_Ag1_fpDIA_30min_b36_8_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAB20220405lut_Ag2_fpDIA_30min_b22_24_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAB20220405lut_Ag2_fpDIA_30min_b22_24_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	CAB20220405lut_Ag2_fpDIA_30min_b22_24_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
O20220205lut_Ag1_fpDIA_30min_b22_3_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	O20220205lut_Ag1_fpDIA_30min_b22_3_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	O20220205lut_Ag1_fpDIA_30min_b22_3_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAC20220122lut_Ag2_fpDIA_30min_b12_35_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAC20220122lut_Ag2_fpDIA_30min_b12_35_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAC20220122lut_Ag2_fpDIA_30min_b12_35_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAB20230207lut_aging_human_TMT_60min_b29_29	Homo sapiens	not available	not available	not available	not available	not available	not available	1	CAB20230207lut_aging_human_TMT_60min_b29_29	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAB20230207lut_aging_human_TMT_60min_b29_29.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	human	TMT
