source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[material type]	characteristics[biological replicate]	characteristics[developmental stage]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[file type]
F20200222sunyt_TPF_4pulseDIA_b3_24_dl31_part1	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	F20200222sunyt_TPF_4pulseDIA_b3_24_dl31_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	20200222	1	F20200222sunyt_TPF_4pulseDIA_b3_24_dl31_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
F20200222sunyt_TPF_4pulseDIA_b3_24_dl31_part2	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	F20200222sunyt_TPF_4pulseDIA_b3_24_dl31_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	20200222	1	F20200222sunyt_TPF_4pulseDIA_b3_24_dl31_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
F20200222sunyt_TPF_4pulseDIA_b3_24_dl31_part3	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	F20200222sunyt_TPF_4pulseDIA_b3_24_dl31_part3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	20200222	1	F20200222sunyt_TPF_4pulseDIA_b3_24_dl31_part3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
F20200222sunyt_TPF_4pulseDIA_b3_24_dl31_part4	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	F20200222sunyt_TPF_4pulseDIA_b3_24_dl31_part4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	20200222	1	F20200222sunyt_TPF_4pulseDIA_b3_24_dl31_part4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
F20200222sunyt_TPF_4pulseDIA_b3_25_dl33_part1	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	F20200222sunyt_TPF_4pulseDIA_b3_25_dl33_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	20200222	1	F20200222sunyt_TPF_4pulseDIA_b3_25_dl33_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
F20200222sunyt_TPF_4pulseDIA_b3_25_dl33_part2	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	F20200222sunyt_TPF_4pulseDIA_b3_25_dl33_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	20200222	1	F20200222sunyt_TPF_4pulseDIA_b3_25_dl33_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
F20200222sunyt_TPF_4pulseDIA_b3_25_dl33_part3	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	F20200222sunyt_TPF_4pulseDIA_b3_25_dl33_part3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	20200222	1	F20200222sunyt_TPF_4pulseDIA_b3_25_dl33_part3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
F20200222sunyt_TPF_4pulseDIA_b3_25_dl33_part4	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	F20200222sunyt_TPF_4pulseDIA_b3_25_dl33_part4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	20200222	1	F20200222sunyt_TPF_4pulseDIA_b3_25_dl33_part4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
F20200222sunyt_TPF_4pulseDIA_b3_26_dl34_part1	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	F20200222sunyt_TPF_4pulseDIA_b3_26_dl34_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	20200222	1	F20200222sunyt_TPF_4pulseDIA_b3_26_dl34_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
F20200222sunyt_TPF_4pulseDIA_b3_26_dl34_part2	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	F20200222sunyt_TPF_4pulseDIA_b3_26_dl34_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	20200222	1	F20200222sunyt_TPF_4pulseDIA_b3_26_dl34_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
F20200222sunyt_TPF_4pulseDIA_b3_26_dl34_part3	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	F20200222sunyt_TPF_4pulseDIA_b3_26_dl34_part3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	20200222	1	F20200222sunyt_TPF_4pulseDIA_b3_26_dl34_part3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
F20200222sunyt_TPF_4pulseDIA_b3_26_dl34_part4	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	F20200222sunyt_TPF_4pulseDIA_b3_26_dl34_part4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	20200222	1	F20200222sunyt_TPF_4pulseDIA_b3_26_dl34_part4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
F20200222sunyt_TPF_4pulseDIA_b3_27_dl35_part1	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	F20200222sunyt_TPF_4pulseDIA_b3_27_dl35_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	20200222	1	F20200222sunyt_TPF_4pulseDIA_b3_27_dl35_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
F20200222sunyt_TPF_4pulseDIA_b3_27_dl35_part2	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	F20200222sunyt_TPF_4pulseDIA_b3_27_dl35_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	20200222	1	F20200222sunyt_TPF_4pulseDIA_b3_27_dl35_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
F20200222sunyt_TPF_4pulseDIA_b3_27_dl35_part3	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	F20200222sunyt_TPF_4pulseDIA_b3_27_dl35_part3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	20200222	1	F20200222sunyt_TPF_4pulseDIA_b3_27_dl35_part3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
F20200222sunyt_TPF_4pulseDIA_b3_27_dl35_part4	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	F20200222sunyt_TPF_4pulseDIA_b3_27_dl35_part4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	20200222	1	F20200222sunyt_TPF_4pulseDIA_b3_27_dl35_part4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
F20200222sunyt_TPF_4pulseDIA_b3_28_dl36_part1	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	F20200222sunyt_TPF_4pulseDIA_b3_28_dl36_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	20200222	1	F20200222sunyt_TPF_4pulseDIA_b3_28_dl36_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
F20200222sunyt_TPF_4pulseDIA_b3_28_dl36_part2	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	F20200222sunyt_TPF_4pulseDIA_b3_28_dl36_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	20200222	1	F20200222sunyt_TPF_4pulseDIA_b3_28_dl36_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
F20200222sunyt_TPF_4pulseDIA_b3_28_dl36_part3	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	F20200222sunyt_TPF_4pulseDIA_b3_28_dl36_part3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	20200222	1	F20200222sunyt_TPF_4pulseDIA_b3_28_dl36_part3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
F20200222sunyt_TPF_4pulseDIA_b3_28_dl36_part4	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	F20200222sunyt_TPF_4pulseDIA_b3_28_dl36_part4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	20200222	1	F20200222sunyt_TPF_4pulseDIA_b3_28_dl36_part4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
F20200222sunyt_TPF_4pulseDIA_b3_28_dl36_repB_part1	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	F20200222sunyt_TPF_4pulseDIA_b3_28_dl36_repB_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	20200222	1	F20200222sunyt_TPF_4pulseDIA_b3_28_dl36_repB_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
F20200222sunyt_TPF_4pulseDIA_b3_28_dl36_repB_part2	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	F20200222sunyt_TPF_4pulseDIA_b3_28_dl36_repB_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	20200222	1	F20200222sunyt_TPF_4pulseDIA_b3_28_dl36_repB_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
F20200222sunyt_TPF_4pulseDIA_b3_28_dl36_repB_part3	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	F20200222sunyt_TPF_4pulseDIA_b3_28_dl36_repB_part3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	20200222	1	F20200222sunyt_TPF_4pulseDIA_b3_28_dl36_repB_part3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
F20200222sunyt_TPF_4pulseDIA_b3_28_dl36_repB_part4	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	F20200222sunyt_TPF_4pulseDIA_b3_28_dl36_repB_part4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	20200222	1	F20200222sunyt_TPF_4pulseDIA_b3_28_dl36_repB_part4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
F20200222sunyt_TPF_4pulseDIA_b3_29_dl37_part1	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	F20200222sunyt_TPF_4pulseDIA_b3_29_dl37_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	20200222	1	F20200222sunyt_TPF_4pulseDIA_b3_29_dl37_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
F20200222sunyt_TPF_4pulseDIA_b3_29_dl37_part2	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	F20200222sunyt_TPF_4pulseDIA_b3_29_dl37_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	20200222	1	F20200222sunyt_TPF_4pulseDIA_b3_29_dl37_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
F20200222sunyt_TPF_4pulseDIA_b3_29_dl37_part3	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	F20200222sunyt_TPF_4pulseDIA_b3_29_dl37_part3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	20200222	1	F20200222sunyt_TPF_4pulseDIA_b3_29_dl37_part3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
F20200222sunyt_TPF_4pulseDIA_b3_29_dl37_part4	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	F20200222sunyt_TPF_4pulseDIA_b3_29_dl37_part4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	20200222	1	F20200222sunyt_TPF_4pulseDIA_b3_29_dl37_part4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
F20200222sunyt_TPF_4pulseDIA_b3_30_dl38_part1	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	F20200222sunyt_TPF_4pulseDIA_b3_30_dl38_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	20200222	1	F20200222sunyt_TPF_4pulseDIA_b3_30_dl38_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
F20200222sunyt_TPF_4pulseDIA_b3_30_dl38_part2	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	F20200222sunyt_TPF_4pulseDIA_b3_30_dl38_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	20200222	1	F20200222sunyt_TPF_4pulseDIA_b3_30_dl38_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
F20200222sunyt_TPF_4pulseDIA_b3_30_dl38_part3	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	F20200222sunyt_TPF_4pulseDIA_b3_30_dl38_part3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	20200222	1	F20200222sunyt_TPF_4pulseDIA_b3_30_dl38_part3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
F20200222sunyt_TPF_4pulseDIA_b3_30_dl38_part4	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	F20200222sunyt_TPF_4pulseDIA_b3_30_dl38_part4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	20200222	1	F20200222sunyt_TPF_4pulseDIA_b3_30_dl38_part4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
F20200307sunyt_TPS_fraction_2pulseDIA_1A1_part1	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	F20200307sunyt_TPS_fraction_2pulseDIA_1A1_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	20200307	1	F20200307sunyt_TPS_fraction_2pulseDIA_1A1_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
F20200307sunyt_TPS_fraction_2pulseDIA_1A1_part2	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	F20200307sunyt_TPS_fraction_2pulseDIA_1A1_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	20200307	1	F20200307sunyt_TPS_fraction_2pulseDIA_1A1_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
F20200307sunyt_TPS_fraction_2pulseDIA_1A2_part1	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	F20200307sunyt_TPS_fraction_2pulseDIA_1A2_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	20200307	1	F20200307sunyt_TPS_fraction_2pulseDIA_1A2_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
