source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[individual]	characteristics[age]	characteristics[sex]	characteristics[treatment]	characteristics[dose]	characteristics[sampling time]	characteristics[treatment status]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[treatment]
Human-UC_cohort_61_Healthy_-_Stool	Homo sapiens	feces	normal	not applicable	27	61	not available	not available	Healthy	not applicable	not available	not applicable	HFX_EE_14562_UC61_21102021_20211025172801	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	HFX_EE_14562_UC61_21102021_20211025172801.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Healthy
Human-UC_cohort_62_Healthy_-_Stool	Homo sapiens	feces	normal	not applicable	28	62	not available	not available	Healthy	not applicable	not available	not applicable	HFX_EE_14562_UC62_02112021	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	HFX_EE_14562_UC62_02112021.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Healthy
Human-UC_cohort_63_Healthy_-_Stool	Homo sapiens	feces	normal	not applicable	29	63	not available	not available	Healthy	not applicable	not available	not applicable	HFX_EE_14562_UC63_02112021	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	HFX_EE_14562_UC63_02112021.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Healthy
Human-UC_cohort_64_Healthy_-_Stool	Homo sapiens	feces	normal	not applicable	30	64	not available	not available	Healthy	not applicable	not available	not applicable	HFX_EE_14562_UC64_02112021_20211104161716	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	HFX_EE_14562_UC64_02112021_20211104161716.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Healthy
Human-UC_cohort_65_Healthy_-_Stool	Homo sapiens	feces	normal	not applicable	31	65	not available	not available	Healthy	not applicable	not available	not applicable	HFX_EE_14562_UC65_19102021	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	HFX_EE_14562_UC65_19102021.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Healthy
Human-UC_cohort_66_Healthy_-_Stool	Homo sapiens	feces	normal	not applicable	32	66	not available	not available	Healthy	not applicable	not available	not applicable	HFX_EE_14562_UC66_19102021	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	HFX_EE_14562_UC66_19102021.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Healthy
Human-UC_cohort_67_Healthy_-_Stool	Homo sapiens	feces	normal	not applicable	33	67	not available	not available	Healthy	not applicable	not available	not applicable	HFX_EE_14562_UC67_02112021	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	HFX_EE_14562_UC67_02112021.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Healthy
Human-UC_cohort_68_UC_-_Stool	Homo sapiens	feces	ulcerative colitis	not applicable	33	68	not available	not available	UC	not applicable	not available	not applicable	HFX_EE_14562_UC68_14102021	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	HFX_EE_14562_UC68_14102021.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	UC
Human-UC_cohort_69_Healthy_-_Stool	Homo sapiens	feces	normal	not applicable	34	69	not available	not available	Healthy	not applicable	not available	not applicable	HFX_EE_14562_UC69_08112021	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	HFX_EE_14562_UC69_08112021.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Healthy
Human-UC_cohort_7_UC_-_Stool	Homo sapiens	feces	ulcerative colitis	not applicable	34	7	not available	not available	UC	not applicable	not available	not applicable	HFX_EE_14562_UC7_19102021	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	HFX_EE_14562_UC7_19102021.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	UC
Human-UC_cohort_70_UC_-_Stool	Homo sapiens	feces	ulcerative colitis	not applicable	35	70	not available	not available	UC	not applicable	not available	not applicable	HFX_EE_14562_UC70_311021_20211101170915	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	HFX_EE_14562_UC70_311021_20211101170915.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	UC
Human-UC_cohort_71_UC_-_Stool	Homo sapiens	feces	ulcerative colitis	not applicable	36	71	not available	not available	UC	not applicable	not available	not applicable	HFX_EE_14562_UC71_17102021	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	HFX_EE_14562_UC71_17102021.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	UC
Human-UC_cohort_72_Healthy_-_Stool	Homo sapiens	feces	normal	not applicable	35	72	not available	not available	Healthy	not applicable	not available	not applicable	HFX_EE_14562_UC72_21102021	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	HFX_EE_14562_UC72_21102021.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Healthy
Human-UC_cohort_73_UC_-_Stool	Homo sapiens	feces	ulcerative colitis	not applicable	37	73	not available	not available	UC	not applicable	not available	not applicable	HFX_EE_14562_UC73_311021_20211101201116	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	HFX_EE_14562_UC73_311021_20211101201116.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	UC
Human-UC_cohort_74_UC_-_Stool	Homo sapiens	feces	ulcerative colitis	not applicable	38	74	not available	not available	UC	not applicable	not available	not applicable	HFX_EE_14562_UC74_21102021	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	HFX_EE_14562_UC74_21102021.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	UC
Human-UC_cohort_75_UC_-_Stool	Homo sapiens	feces	ulcerative colitis	not applicable	39	75	not available	not available	UC	not applicable	not available	not applicable	HFX_EE_14562_UC75_21102021_20211025203005	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	HFX_EE_14562_UC75_21102021_20211025203005.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	UC
Human-UC_cohort_76_UC_-_Stool	Homo sapiens	feces	ulcerative colitis	not applicable	40	76	not available	not available	UC	not applicable	not available	not applicable	HFX_EE_14562_UC76_21102021_20211026234725	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	HFX_EE_14562_UC76_21102021_20211026234725.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	UC
Human-UC_cohort_77_Healthy_-_Stool	Homo sapiens	feces	normal	not applicable	36	77	not available	not available	Healthy	not applicable	not available	not applicable	HFX_EE_14562_UC77_21102021_20211026174322	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	HFX_EE_14562_UC77_21102021_20211026174322.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Healthy
Human-UC_cohort_78_UC_-_Stool	Homo sapiens	feces	ulcerative colitis	not applicable	41	78	not available	not available	UC	not applicable	not available	not applicable	HFX_EE_14562_UC78_14102021	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	HFX_EE_14562_UC78_14102021.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	UC
Human-UC_cohort_79_Healthy_-_Stool	Homo sapiens	feces	normal	not applicable	37	79	not available	not available	Healthy	not applicable	not available	not applicable	HFX_EE_14562_UC79_08112021	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	HFX_EE_14562_UC79_08112021.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Healthy
Human-UC_cohort_8_Healthy_-_Stool	Homo sapiens	feces	normal	not applicable	38	8	not available	not available	Healthy	not applicable	not available	not applicable	HFX_EE_14562_UC8_19102021	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	HFX_EE_14562_UC8_19102021.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Healthy
Human-UC_cohort_80_UC_-_Stool	Homo sapiens	feces	ulcerative colitis	not applicable	42	80	not available	not available	UC	not applicable	not available	not applicable	HFX_EE_14562_UC80_311021_20211101231318	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	HFX_EE_14562_UC80_311021_20211101231318.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	UC
Human-UC_cohort_81_Healthy_-_Stool	Homo sapiens	feces	normal	not applicable	39	81	not available	not available	Healthy	not applicable	not available	not applicable	HFX_EE_14562_UC81_21102021_20211026023309	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	HFX_EE_14562_UC81_21102021_20211026023309.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Healthy
Human-UC_cohort_82_Healthy_-_Stool	Homo sapiens	feces	normal	not applicable	40	82	not available	not available	Healthy	not applicable	not available	not applicable	HFX_EE_14562_UC82_02112021_20211105012327	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	HFX_EE_14562_UC82_02112021_20211105012327.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Healthy
Human-UC_cohort_83_UC_-_Stool	Homo sapiens	feces	ulcerative colitis	not applicable	43	83	not available	not available	UC	not applicable	not available	not applicable	HFX_EE_14562_UC83_02112021	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	HFX_EE_14562_UC83_02112021.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	UC
Human-UC_cohort_84_UC_-_Stool	Homo sapiens	feces	ulcerative colitis	not applicable	44	84	not available	not available	UC	not applicable	not available	not applicable	HFX_EE_14562_UC84_08112021_20211110173438	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	HFX_EE_14562_UC84_08112021_20211110173438.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	UC
Human-UC_cohort_85_UC_-_Stool	Homo sapiens	feces	ulcerative colitis	not applicable	45	85	not available	not available	UC	not applicable	not available	not applicable	HFX_EE_14562_UC85_21102021_20211026204523	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	HFX_EE_14562_UC85_21102021_20211026204523.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	UC
Human-UC_cohort_86_Healthy_-_Stool	Homo sapiens	feces	normal	not applicable	41	86	not available	not available	Healthy	not applicable	not available	not applicable	HFX_EE_14562_UC86_21102021_20211025142558	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	HFX_EE_14562_UC86_21102021_20211025142558.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Healthy
Human-UC_cohort_87_Healthy_-_Stool	Homo sapiens	feces	normal	not applicable	42	87	not available	not available	Healthy	not applicable	not available	not applicable	HFX_EE_14562_UC87_14102021	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	HFX_EE_14562_UC87_14102021.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Healthy
Human-UC_cohort_88_UC_-_Stool	Homo sapiens	feces	ulcerative colitis	not applicable	46	88	not available	not available	UC	not applicable	not available	not applicable	HFX_EE_14562_UC88_311021_20211102021521	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	HFX_EE_14562_UC88_311021_20211102021521.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	UC
Human-UC_cohort_89_UC_-_Stool	Homo sapiens	feces	ulcerative colitis	not applicable	47	89	not available	not available	UC	not applicable	not available	not applicable	HFX_EE_14562_UC89_19102021_20211029062717	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	HFX_EE_14562_UC89_19102021_20211029062717.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	UC
