source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[source project]
02325_GA1_P024886_S00_I00_U01_R2	Mus musculus	not available	1	02325_GA1_P024886_S00_I00_U01_R2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02325_GA1_P024886_S00_I00_U01_R2	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02325_GB1_P024886_S00_I00_U02_R1	Mus musculus	not available	1	02325_GB1_P024886_S00_I00_U02_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02325_GB1_P024886_S00_I00_U02_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02325_GB1_P024886_S00_I00_U02_R2	Mus musculus	not available	1	02325_GB1_P024886_S00_I00_U02_R2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02325_GB1_P024886_S00_I00_U02_R2	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02325_GC1_P024886_S00_I00_U03_R1	Mus musculus	not available	1	02325_GC1_P024886_S00_I00_U03_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02325_GC1_P024886_S00_I00_U03_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02325_GD1_P024886_S00_I00_U04_R1	Mus musculus	not available	1	02325_GD1_P024886_S00_I00_U04_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02325_GD1_P024886_S00_I00_U04_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02325_GD1_P024886_S00_I00_U04_R2	Mus musculus	not available	1	02325_GD1_P024886_S00_I00_U04_R2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02325_GD1_P024886_S00_I00_U04_R2	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02325_GE1_P024887_S00_I00_U01_R2	Mus musculus	not available	1	02325_GE1_P024887_S00_I00_U01_R2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02325_GE1_P024887_S00_I00_U01_R2	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02325_GE2_P024889_S00_I00_U01_R1	Mus musculus	not available	1	02325_GE2_P024889_S00_I00_U01_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02325_GE2_P024889_S00_I00_U01_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02325_GE2_P024889_S00_I00_U01_R2	Mus musculus	not available	1	02325_GE2_P024889_S00_I00_U01_R2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02325_GE2_P024889_S00_I00_U01_R2	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02325_GF1_P024887_S00_I00_U02_R1	Mus musculus	not available	1	02325_GF1_P024887_S00_I00_U02_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02325_GF1_P024887_S00_I00_U02_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02325_GF2_P024889_S00_I00_U02_R1	Mus musculus	not available	1	02325_GF2_P024889_S00_I00_U02_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02325_GF2_P024889_S00_I00_U02_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02325_GF2_P024889_S00_I00_U02_R2	Mus musculus	not available	1	02325_GF2_P024889_S00_I00_U02_R2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02325_GF2_P024889_S00_I00_U02_R2	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02325_GG1_P024887_S00_I00_U03_R1	Mus musculus	not available	1	02325_GG1_P024887_S00_I00_U03_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02325_GG1_P024887_S00_I00_U03_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02325_GG1_P024887_S00_I00_U03_R2	Mus musculus	not available	1	02325_GG1_P024887_S00_I00_U03_R2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02325_GG1_P024887_S00_I00_U03_R2	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02325_GG2_P024889_S00_I00_U03_R1	Mus musculus	not available	1	02325_GG2_P024889_S00_I00_U03_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02325_GG2_P024889_S00_I00_U03_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02325_GG2_P024889_S00_I00_U03_R2	Mus musculus	not available	1	02325_GG2_P024889_S00_I00_U03_R2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02325_GG2_P024889_S00_I00_U03_R2	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02325_GH1_P024887_S00_I00_U04_R1	Mus musculus	not available	1	02325_GH1_P024887_S00_I00_U04_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02325_GH1_P024887_S00_I00_U04_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02325_GH1_P024887_S00_I00_U04_R2	Mus musculus	not available	1	02325_GH1_P024887_S00_I00_U04_R2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02325_GH1_P024887_S00_I00_U04_R2	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02325_GH2_P024889_S00_I00_U04_R1	Mus musculus	not available	1	02325_GH2_P024889_S00_I00_U04_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02325_GH2_P024889_S00_I00_U04_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02325_GH2_P024889_S00_I00_U04_R2	Mus musculus	not available	1	02325_GH2_P024889_S00_I00_U04_R2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02325_GH2_P024889_S00_I00_U04_R2	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BA2_P027214_S00_R16_R1	Mus musculus	not available	1	02459_BA2_P027214_S00_R16_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BA2_P027214_S00_R16_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BA3_P027214_S00_R17_R1	Mus musculus	not available	1	02459_BA3_P027214_S00_R17_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BA3_P027214_S00_R17_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BA4_P027214_S00_R32_R1	Mus musculus	not available	1	02459_BA4_P027214_S00_R32_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BA4_P027214_S00_R32_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BA8_P027215_S00_R17_R1	Mus musculus	not available	1	02459_BA8_P027215_S00_R17_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BA8_P027215_S00_R17_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BB1_P027214_S00_R02_R1	Mus musculus	not available	1	02459_BB1_P027214_S00_R02_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BB1_P027214_S00_R02_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BB2_P027214_S00_R15_R1	Mus musculus	not available	1	02459_BB2_P027214_S00_R15_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BB2_P027214_S00_R15_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BB3_P027214_S00_R18_R1	Mus musculus	not available	1	02459_BB3_P027214_S00_R18_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BB3_P027214_S00_R18_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BB4_P027214_S00_R31_R1	Mus musculus	not available	1	02459_BB4_P027214_S00_R31_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BB4_P027214_S00_R31_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BB6_P027215_S00_R02_R1	Mus musculus	not available	1	02459_BB6_P027215_S00_R02_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BB6_P027215_S00_R02_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BB9_P027215_S00_R31_R1	Mus musculus	not available	1	02459_BB9_P027215_S00_R31_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BB9_P027215_S00_R31_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BC1_P027214_S00_R03_R1	Mus musculus	not available	1	02459_BC1_P027214_S00_R03_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BC1_P027214_S00_R03_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BC2_P027214_S00_R14_R1	Mus musculus	not available	1	02459_BC2_P027214_S00_R14_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BC2_P027214_S00_R14_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BC3_P027214_S00_R19_R1	Mus musculus	not available	1	02459_BC3_P027214_S00_R19_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BC3_P027214_S00_R19_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BC4_P027214_S00_R30_R1	Mus musculus	not available	1	02459_BC4_P027214_S00_R30_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BC4_P027214_S00_R30_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BC7_P027215_S00_R14_R1	Mus musculus	not available	1	02459_BC7_P027215_S00_R14_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BC7_P027215_S00_R14_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BC8_P027215_S00_R19_R1	Mus musculus	not available	1	02459_BC8_P027215_S00_R19_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BC8_P027215_S00_R19_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BC9_P027215_S00_R30_R1	Mus musculus	not available	1	02459_BC9_P027215_S00_R30_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BC9_P027215_S00_R30_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BD1_P027214_S00_R04_R1	Mus musculus	not available	1	02459_BD1_P027214_S00_R04_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BD1_P027214_S00_R04_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BD3_P027214_S00_R20_R1	Mus musculus	not available	1	02459_BD3_P027214_S00_R20_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BD3_P027214_S00_R20_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BD4_P027214_S00_R29_R1	Mus musculus	not available	1	02459_BD4_P027214_S00_R29_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BD4_P027214_S00_R29_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BD6_P027215_S00_R04_R1	Mus musculus	not available	1	02459_BD6_P027215_S00_R04_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BD6_P027215_S00_R04_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BD7_P027215_S00_R13_R1	Mus musculus	not available	1	02459_BD7_P027215_S00_R13_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BD7_P027215_S00_R13_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BD8_P027215_S00_R20_R1	Mus musculus	not available	1	02459_BD8_P027215_S00_R20_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BD8_P027215_S00_R20_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BD9_P027215_S00_R29_R1	Mus musculus	not available	1	02459_BD9_P027215_S00_R29_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BD9_P027215_S00_R29_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BE1_P027214_S00_R05_R1	Mus musculus	not available	1	02459_BE1_P027214_S00_R05_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BE1_P027214_S00_R05_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BE2_P027214_S00_R12_R1	Mus musculus	not available	1	02459_BE2_P027214_S00_R12_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BE2_P027214_S00_R12_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BE4_P027214_S00_R28_R1	Mus musculus	not available	1	02459_BE4_P027214_S00_R28_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BE4_P027214_S00_R28_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BE6_P027215_S00_R05_R1	Mus musculus	not available	1	02459_BE6_P027215_S00_R05_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BE6_P027215_S00_R05_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BE7_P027215_S00_R12_R1	Mus musculus	not available	1	02459_BE7_P027215_S00_R12_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BE7_P027215_S00_R12_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BE9_P027215_S00_R28_R1	Mus musculus	not available	1	02459_BE9_P027215_S00_R28_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BE9_P027215_S00_R28_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BF1_P027214_S00_R06_R1	Mus musculus	not available	1	02459_BF1_P027214_S00_R06_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BF1_P027214_S00_R06_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BF2_P027214_S00_R11_R1	Mus musculus	not available	1	02459_BF2_P027214_S00_R11_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BF2_P027214_S00_R11_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BF6_P027215_S00_R06_R1	Mus musculus	not available	1	02459_BF6_P027215_S00_R06_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BF6_P027215_S00_R06_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BF7_P027215_S00_R11_R1	Mus musculus	not available	1	02459_BF7_P027215_S00_R11_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BF7_P027215_S00_R11_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BF8_P027215_S00_R22_R1	Mus musculus	not available	1	02459_BF8_P027215_S00_R22_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BF8_P027215_S00_R22_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BF9_P027215_S00_R27_R1	Mus musculus	not available	1	02459_BF9_P027215_S00_R27_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BF9_P027215_S00_R27_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BG1_P027214_S00_R07_R1	Mus musculus	not available	1	02459_BG1_P027214_S00_R07_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BG1_P027214_S00_R07_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BG2_P027214_S00_R10_R1	Mus musculus	not available	1	02459_BG2_P027214_S00_R10_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BG2_P027214_S00_R10_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BG3_P027214_S00_R23_R1	Mus musculus	not available	1	02459_BG3_P027214_S00_R23_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BG3_P027214_S00_R23_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BG8_P027215_S00_R23_R1	Mus musculus	not available	1	02459_BG8_P027215_S00_R23_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BG8_P027215_S00_R23_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BG9_P027215_S00_R26_R1	Mus musculus	not available	1	02459_BG9_P027215_S00_R26_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BG9_P027215_S00_R26_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BH1_P027214_S00_R08_R1	Mus musculus	not available	1	02459_BH1_P027214_S00_R08_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BH1_P027214_S00_R08_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BH3_P027214_S00_R24_R1	Mus musculus	not available	1	02459_BH3_P027214_S00_R24_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BH3_P027214_S00_R24_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
02459_BH4_P027214_S00_R25_R1	Mus musculus	not available	1	02459_BH4_P027214_S00_R25_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	02459_BH4_P027214_S00_R25_R1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD030983
